Time, C, R, AVG
0.6043, -8.128674E-07, -4.453537E-08, -4.222986E-07
0.6044, -8.0575E-07, -2.022113E-08, -4.064395E-07
0.6045, -8.089748E-07, -2.866829E-08, -4.12319E-07
0.6046, -8.125335E-07, -5.752531E-08, -4.287377E-07
0.6047, -8.216162E-07, -8.179552E-08, -4.455407E-07
0.6048, -8.225039E-07, -8.93254E-08, -4.498048E-07
0.6049, -8.121466E-07, -8.096622E-08, -4.404632E-07
0.605, -8.043615E-07, -5.941877E-08, -4.256823E-07
0.6051, -8.05401E-07, -4.198859E-08, -4.17333E-07
0.6052, -8.110691E-07, -3.713752E-08, -4.176539E-07
0.6053, -8.161377E-07, -4.442521E-08, -4.238505E-07
0.6054, -8.065695E-07, -4.190057E-08, -4.178628E-07
0.6055, -7.892238E-07, -3.238913E-08, -4.044995E-07
0.6056, -7.776449E-07, -2.473447E-08, -3.949154E-07
0.6057, -7.913864E-07, -2.458033E-08, -4.015933E-07
0.6058, -8.101661E-07, -3.097277E-08, -4.140762E-07
0.6059, -8.095515E-07, -2.205592E-08, -4.092412E-07
0.606, -7.890644E-07, -3.723064E-09, -3.898492E-07
0.6061, -7.787223E-07, 2.354879E-08, -3.709011E-07
0.6062, -7.783429E-07, 3.678097E-08, -3.639882E-07
0.6063, -7.880477E-07, 3.34784E-08, -3.704386E-07
0.6064, -7.957265E-07, 2.150113E-08, -3.803025E-07
0.6065, -8.06562E-07, 1.726654E-08, -3.877824E-07
0.6066, -8.18748E-07, 1.90793E-08, -3.928525E-07
0.6067, -8.331268E-07, 1.886648E-08, -4.000302E-07
0.6068, -8.525971E-07, 7.366251E-09, -4.154491E-07
0.6069, -8.645023E-07, -5.264175E-09, -4.27723E-07
0.607, -8.690247E-07, -2.284852E-08, -4.388852E-07
0.6071, -8.590088E-07, -3.903111E-08, -4.421868E-07
0.6072, -8.514969E-07, -4.885811E-08, -4.434889E-07
0.6073, -8.407146E-07, -5.172036E-08, -4.396425E-07
0.6074, -8.302662E-07, -5.643194E-08, -4.369005E-07
0.6075, -8.116837E-07, -7.140353E-08, -4.353746E-07
0.6076, -7.957948E-07, -8.304314E-08, -4.334794E-07
0.6077, -7.841628E-07, -8.826124E-08, -4.304128E-07
0.6078, -7.843145E-07, -8.881894E-08, -4.307709E-07
0.6079, -7.913408E-07, -8.350553E-08, -4.315245E-07
0.608, -7.896032E-07, -7.262172E-08, -4.251376E-07
0.6081, -7.779711E-07, -6.425533E-08, -4.151656E-07
0.6082, -7.678111E-07, -6.363885E-08, -4.098569E-07
0.6083, -7.657624E-07, -7.640877E-08, -4.15341E-07
0.6084, -7.677428E-07, -9.542412E-08, -4.259808E-07
0.6085, -7.738358E-07, -1.256462E-07, -4.443394E-07
0.6086, -7.801108E-07, -1.543858E-07, -4.620339E-07
0.6087, -7.877138E-07, -1.812393E-07, -4.794226E-07
0.6088, -7.830777E-07, -1.929377E-07, -4.830898E-07
0.6089, -7.800274E-07, -1.847694E-07, -4.774379E-07
0.609, -7.854451E-07, -1.719849E-07, -4.736029E-07
0.6091, -8.087397E-07, -1.715812E-07, -4.848508E-07
0.6092, -8.24879E-07, -1.895178E-07, -5.019037E-07
0.6093, -8.392274E-07, -2.016932E-07, -5.151475E-07
0.6094, -8.444706E-07, -2.090028E-07, -5.214412E-07
0.6095, -8.661718E-07, -2.135604E-07, -5.344277E-07
0.6096, -8.781833E-07, -2.270715E-07, -5.472015E-07
0.6097, -8.829863E-07, -2.336693E-07, -5.529168E-07
0.6098, -8.843066E-07, -2.409496E-07, -5.572668E-07
0.6099, -9.010149E-07, -2.444283E-07, -5.6725E-07
0.61, -9.248785E-07, -2.544534E-07, -5.840791E-07
0.6101, -9.336198E-07, -2.689259E-07, -5.957338E-07
0.6102, -9.342875E-07, -2.844406E-07, -6.039486E-07
0.6103, -9.357898E-07, -3.0259E-07, -6.139132E-07
0.6104, -9.406081E-07, -3.10707E-07, -6.204083E-07
0.6105, -9.469288E-07, -3.169012E-07, -6.266647E-07
0.6106, -9.494404E-07, -3.180314E-07, -6.284741E-07
0.6107, -9.605035E-07, -3.237778E-07, -6.368346E-07
0.6108, -9.673097E-07, -3.316379E-07, -6.441766E-07
0.6109, -9.747306E-07, -3.252457E-07, -6.445757E-07
0.611, -9.828192E-07, -3.122482E-07, -6.419456E-07
0.6111, -9.863094E-07, -3.02568E-07, -6.387409E-07
0.6112, -9.848752E-07, -2.997498E-07, -6.366031E-07
0.6113, -9.834032E-07, -2.993976E-07, -6.357003E-07
0.6114, -9.89868E-07, -2.946933E-07, -6.364875E-07
0.6115, -9.889879E-07, -2.976215E-07, -6.375434E-07
0.6116, -9.845644E-07, -2.986857E-07, -6.359094E-07
0.6117, -9.739338E-07, -3.000361E-07, -6.313691E-07
0.6118, -9.749581E-07, -3.066485E-07, -6.352341E-07
0.6119, -9.873413E-07, -3.185304E-07, -6.473625E-07
0.612, -1.006372E-06, -3.15837E-07, -6.553498E-07
0.6121, -1.025463E-06, -2.958235E-07, -6.545627E-07
0.6122, -1.040934E-06, -2.673554E-07, -6.476983E-07
0.6123, -1.056322E-06, -2.550405E-07, -6.490041E-07
0.6124, -1.083676E-06, -2.639574E-07, -6.669858E-07
0.6125, -1.1143E-06, -2.729184E-07, -6.865979E-07
0.6126, -1.136419E-06, -2.650729E-07, -6.934847E-07
0.6127, -1.13742E-06, -2.401202E-07, -6.812928E-07
0.6128, -1.122784E-06, -2.212442E-07, -6.645011E-07
0.6129, -1.105749E-06, -2.136264E-07, -6.522534E-07
0.613, -1.088456E-06, -2.229176E-07, -6.484742E-07
0.6131, -1.078592E-06, -2.273284E-07, -6.458665E-07
0.6132, -1.075163E-06, -2.22125E-07, -6.415352E-07
0.6133, -1.083494E-06, -2.072782E-07, -6.380844E-07
0.6134, -1.09593E-06, -2.043279E-07, -6.426991E-07
0.6135, -1.110742E-06, -2.106908E-07, -6.532159E-07
0.6136, -1.128027E-06, -2.151309E-07, -6.639714E-07
0.6137, -1.133733E-06, -2.093038E-07, -6.638147E-07
0.6138, -1.127723E-06, -1.929817E-07, -6.52563E-07
0.6139, -1.109133E-06, -1.725426E-07, -6.330329E-07
0.614, -1.083927E-06, -1.501879E-07, -6.092761E-07
0.6141, -1.057976E-06, -1.352603E-07, -5.88929E-07
0.6142, -1.032519E-06, -1.27202E-07, -5.723163E-07
0.6143, -1.017685E-06, -1.239655E-07, -5.633776E-07
0.6144, -1.002752E-06, -1.303064E-07, -5.59259E-07
0.6145, -9.897544E-07, -1.356639E-07, -5.555917E-07
0.6146, -9.881685E-07, -1.336163E-07, -5.537711E-07
0.6147, -1.002836E-06, -1.221381E-07, -5.551478E-07
0.6148, -1.009923E-06, -1.18498E-07, -5.567818E-07
0.6149, -9.974788E-07, -1.309376E-07, -5.56987E-07
0.615, -9.749353E-07, -1.485659E-07, -5.548642E-07
0.6151, -9.604579E-07, -1.61556E-07, -5.543494E-07
0.6152, -9.512917E-07, -1.714123E-07, -5.54853E-07
0.6153, -9.445158E-07, -1.8303E-07, -5.574271E-07
0.6154, -9.415489E-07, -1.837198E-07, -5.563192E-07
0.6155, -9.377323E-07, -1.781275E-07, -5.515998E-07
0.6156, -9.253415E-07, -1.665685E-07, -5.396319E-07
0.6157, -8.920613E-07, -1.636696E-07, -5.217955E-07
0.6158, -8.46747E-07, -1.660475E-07, -5.007248E-07
0.6159, -7.961211E-07, -1.739369E-07, -4.798442E-07
0.616, -7.528251E-07, -1.807109E-07, -4.620004E-07
0.6161, -7.28142E-07, -1.873013E-07, -4.532147E-07
0.6162, -7.105687E-07, -1.871766E-07, -4.44511E-07
0.6163, -6.964781E-07, -1.880279E-07, -4.380159E-07
0.6164, -6.716584E-07, -1.934808E-07, -4.285848E-07
0.6165, -6.536449E-07, -2.027059E-07, -4.244176E-07
0.6166, -6.476885E-07, -2.010399E-07, -4.206421E-07
0.6167, -6.51141E-07, -1.91191E-07, -4.17333E-07
0.6168, -6.630538E-07, -1.82597E-07, -4.188216E-07
0.6169, -6.668932E-07, -1.763735E-07, -4.175457E-07
0.617, -6.746707E-07, -1.692033E-07, -4.177248E-07
0.6171, -6.877066E-07, -1.561766E-07, -4.175122E-07
0.6172, -7.112364E-07, -1.530354E-07, -4.274842E-07
0.6173, -7.251373E-07, -1.527051E-07, -4.341509E-07
0.6174, -7.190367E-07, -1.572847E-07, -4.334794E-07
0.6175, -7.154628E-07, -1.660108E-07, -4.36158E-07
0.6176, -7.198713E-07, -1.785386E-07, -4.446938E-07
0.6177, -7.268748E-07, -1.831548E-07, -4.504838E-07
0.6178, -7.345461E-07, -1.784651E-07, -4.518716E-07
0.6179, -7.245075E-07, -1.700473E-07, -4.426568E-07
0.618, -7.131637E-07, -1.643816E-07, -4.341995E-07
0.6181, -7.003176E-07, -1.531382E-07, -4.221681E-07
0.6182, -7.106977E-07, -1.485439E-07, -4.249362E-07
0.6183, -7.334004E-07, -1.553472E-07, -4.395567E-07
0.6184, -7.491223E-07, -1.61013E-07, -4.501667E-07
0.6185, -7.615967E-07, -1.526759E-07, -4.520619E-07
0.6186, -7.641386E-07, -1.393555E-07, -4.465405E-07
0.6187, -7.616497E-07, -1.365887E-07, -4.439104E-07
0.6188, -7.501011E-07, -1.409114E-07, -4.404297E-07
0.6189, -7.488871E-07, -1.467092E-07, -4.4278E-07
0.619, -7.618623E-07, -1.50709E-07, -4.511927E-07
0.6191, -7.740559E-07, -1.529694E-07, -4.583369E-07
0.6192, -7.714531E-07, -1.444489E-07, -4.52726E-07
0.6193, -7.465424E-07, -1.270626E-07, -4.316402E-07
0.6194, -7.302817E-07, -1.06418E-07, -4.13151E-07
0.6195, -7.205314E-07, -1.068877E-07, -4.085959E-07
0.6196, -7.081177E-07, -1.155991E-07, -4.069207E-07
0.6197, -6.925855E-07, -1.281929E-07, -4.056859E-07
0.6198, -6.878051E-07, -1.294479E-07, -4.039736E-07
0.6199, -7.052117E-07, -1.312459E-07, -4.134457E-07
0.62, -7.189911E-07, -1.315614E-07, -4.203811E-07
0.6201, -7.227244E-07, -1.266222E-07, -4.197058E-07
0.6202, -7.248869E-07, -1.260351E-07, -4.204706E-07
0.6203, -7.180958E-07, -1.278112E-07, -4.180345E-07
0.6204, -7.065698E-07, -1.45036E-07, -4.211234E-07
0.6205, -6.876762E-07, -1.656953E-07, -4.223359E-07
0.6206, -6.739954E-07, -1.800871E-07, -4.229253E-07
0.6207, -6.530379E-07, -1.762267E-07, -4.106589E-07
0.6208, -6.354873E-07, -1.658641E-07, -3.967621E-07
0.6209, -6.256004E-07, -1.672218E-07, -3.925913E-07
0.621, -6.276339E-07, -1.797349E-07, -3.999519E-07
0.6211, -6.249934E-07, -1.946845E-07, -4.06253E-07
0.6212, -6.203192E-07, -1.962917E-07, -4.047719E-07
0.6213, -6.132474E-07, -1.887471E-07, -3.974598E-07
0.6214, -6.039525E-07, -1.667447E-07, -3.817052E-07
0.6215, -5.863715E-07, -1.528813E-07, -3.66014E-07
0.6216, -5.69246E-07, -1.558462E-07, -3.591011E-07
0.6217, -5.629479E-07, -1.745608E-07, -3.655178E-07
0.6218, -5.628493E-07, -1.940752E-07, -3.753891E-07
0.6219, -5.647916E-07, -2.069774E-07, -3.829027E-07
0.622, -5.604211E-07, -2.122467E-07, -3.834324E-07
0.6221, -5.57644E-07, -2.203344E-07, -3.861782E-07
0.6222, -5.604971E-07, -2.287815E-07, -3.91875E-07
0.6223, -5.608841E-07, -2.504243E-07, -4.03067E-07
0.6224, -5.617187E-07, -2.67304E-07, -4.120579E-07
0.6225, -5.615214E-07, -2.755311E-07, -4.16143E-07
0.6226, -5.759383E-07, -2.716488E-07, -4.212578E-07
0.6227, -5.909242E-07, -2.619392E-07, -4.236902E-07
0.6228, -6.097723E-07, -2.545121E-07, -4.291817E-07
0.6229, -6.254031E-07, -2.590989E-07, -4.391985E-07
0.623, -6.452755E-07, -2.753183E-07, -4.572139E-07
0.6231, -6.555951E-07, -2.979079E-07, -4.737707E-07
0.6232, -6.555116E-07, -3.177159E-07, -4.837988E-07
0.6233, -6.549957E-07, -3.361588E-07, -4.929203E-07
0.6234, -6.58357E-07, -3.558714E-07, -5.045935E-07
0.6235, -6.64837E-07, -3.896897E-07, -5.249705E-07
0.6236, -6.66825E-07, -4.28381E-07, -5.45616E-07
0.6237, -6.68851E-07, -4.574655E-07, -5.613967E-07
0.6238, -6.679859E-07, -4.641E-07, -5.643439E-07
0.6239, -6.578562E-07, -4.60313E-07, -5.574385E-07
0.624, -6.442588E-07, -4.639018E-07, -5.525773E-07
0.6241, -6.198109E-07, -4.714904E-07, -5.444146E-07
0.6242, -5.99764E-07, -4.739342E-07, -5.358005E-07
0.6243, -5.789506E-07, -4.703014E-07, -5.237206E-07
0.6244, -5.676524E-07, -4.716591E-07, -5.188558E-07
0.6245, -5.570295E-07, -4.7618E-07, -5.15931E-07
0.6246, -5.441378E-07, -4.731783E-07, -5.080668E-07
0.6247, -5.2142E-07, -4.52453E-07, -4.863617E-07
0.6248, -4.997112E-07, -4.27948E-07, -4.632316E-07
0.6249, -4.811589E-07, -4.146276E-07, -4.473388E-07
0.625, -4.793226E-07, -4.056299E-07, -4.418621E-07
0.6251, -4.656569E-07, -4.028411E-07, -4.337255E-07
0.6252, -4.35321E-07, -3.912602E-07, -4.129234E-07
0.6253, -3.866757E-07, -3.842881E-07, -3.85462E-07
0.6254, -3.453602E-07, -3.761271E-07, -3.61E-07
0.6255, -3.170198E-07, -3.733163E-07, -3.456371E-07
0.6256, -2.967147E-07, -3.66403E-07, -3.321396E-07
0.6257, -2.806134E-07, -3.714375E-07, -3.267823E-07
0.6258, -2.625164E-07, -3.826369E-07, -3.235777E-07
0.6259, -2.557557E-07, -3.915391E-07, -3.247789E-07
0.626, -2.565448E-07, -3.740282E-07, -3.162655E-07
0.6261, -2.689433E-07, -3.524073E-07, -3.113708E-07
0.6262, -2.78686E-07, -3.367531E-07, -3.082035E-07
0.6263, -2.861145E-07, -3.472773E-07, -3.172056E-07
0.6264, -2.88884E-07, -3.621903E-07, -3.26148E-07
0.6265, -2.858337E-07, -3.786737E-07, -3.330274E-07
0.6266, -2.805299E-07, -3.937334E-07, -3.38075E-07
0.6267, -2.779272E-07, -4.12125E-07, -3.461444E-07
0.6268, -2.82958E-07, -4.383473E-07, -3.619476E-07
0.6269, -2.799987E-07, -4.608488E-07, -3.719308E-07
0.627, -2.718722E-07, -4.743159E-07, -3.747811E-07
0.6271, -2.737843E-07, -4.862711E-07, -3.817984E-07
0.6272, -2.899084E-07, -5.009124E-07, -3.971688E-07
0.6273, -3.006832E-07, -5.151869E-07, -4.097225E-07
0.6274, -2.960773E-07, -5.167941E-07, -4.08275E-07
0.6275, -2.855834E-07, -5.099542E-07, -3.996385E-07
0.6276, -2.822599E-07, -5.091249E-07, -3.975829E-07
0.6277, -2.788454E-07, -5.261441E-07, -4.045556E-07
0.6278, -2.804767E-07, -5.40646E-07, -4.127294E-07
0.6279, -2.87594E-07, -5.470089E-07, -4.194633E-07
0.628, -2.962289E-07, -5.388773E-07, -4.195752E-07
0.6281, -2.981183E-07, -5.437504E-07, -4.229813E-07
0.6282, -3.023448E-07, -5.631914E-07, -4.349418E-07
0.6283, -3.189394E-07, -5.91953E-07, -4.577213E-07
0.6284, -3.562789E-07, -6.074091E-07, -4.839367E-07
0.6285, -3.912587E-07, -6.060293E-07, -5.004338E-07
0.6286, -4.108049E-07, -5.989985E-07, -5.0647E-07
0.6287, -4.074891E-07, -6.009433E-07, -5.058283E-07
0.6288, -3.99575E-07, -6.124289E-07, -5.077757E-07
0.6289, -4.039607E-07, -6.105501E-07, -5.08977E-07
0.629, -4.130053E-07, -5.871973E-07, -5.015529E-07
0.6291, -4.194246E-07, -5.543699E-07, -4.880218E-07
0.6292, -4.210333E-07, -5.423266E-07, -4.826907E-07
0.6293, -4.347597E-07, -5.473098E-07, -4.919727E-07
0.6294, -4.590938E-07, -5.481465E-07, -5.043622E-07
0.6295, -4.860152E-07, -5.378205E-07, -5.123496E-07
0.6296, -5.077998E-07, -5.374388E-07, -5.228663E-07
0.6297, -5.322401E-07, -5.422091E-07, -5.373077E-07
0.6298, -5.537364E-07, -5.483151E-07, -5.509806E-07
0.6299, -5.734191E-07, -5.392148E-07, -5.560319E-07
0.63, -5.912201E-07, -5.336225E-07, -5.619413E-07
0.6301, -6.056293E-07, -5.275384E-07, -5.659331E-07
0.6302, -6.250388E-07, -5.213443E-07, -5.723275E-07
0.6303, -6.404724E-07, -5.011253E-07, -5.696377E-07
0.6304, -6.603677E-07, -4.685181E-07, -5.628441E-07
0.6305, -6.858704E-07, -4.24117E-07, -5.528124E-07
0.6306, -7.149924E-07, -3.844716E-07, -5.469776E-07
0.6307, -7.394858E-07, -3.488406E-07, -5.409078E-07
0.6308, -7.47195E-07, -3.302287E-07, -5.352371E-07
0.6309, -7.414738E-07, -3.154113E-07, -5.248921E-07
0.631, -7.365873E-07, -3.151178E-07, -5.223403E-07
0.6311, -7.451235E-07, -3.080063E-07, -5.229222E-07
0.6312, -7.463527E-07, -3.045275E-07, -5.217582E-07
0.6313, -7.372853E-07, -3.02913E-07, -5.164794E-07
0.6314, -7.233768E-07, -3.004325E-07, -5.083801E-07
0.6315, -7.250538E-07, -2.978784E-07, -5.079063E-07
0.6316, -7.457381E-07, -2.816299E-07, -5.098164E-07
0.6317, -7.648214E-07, -2.648088E-07, -5.106484E-07
0.6318, -7.791851E-07, -2.439513E-07, -5.071079E-07
0.6319, -7.786464E-07, -2.404066E-07, -5.050412E-07
0.632, -7.665059E-07, -2.536388E-07, -5.057985E-07
0.6321, -7.590243E-07, -2.716635E-07, -5.112826E-07
0.6322, -7.476806E-07, -2.799786E-07, -5.09932E-07
0.6323, -7.28787E-07, -2.949208E-07, -5.082383E-07
0.6324, -7.028595E-07, -3.157563E-07, -5.06082E-07
0.6325, -6.931472E-07, -3.366211E-07, -5.119131E-07
0.6326, -6.922518E-07, -3.540219E-07, -5.203183E-07
0.6327, -6.975025E-07, -3.808314E-07, -5.365281E-07
0.6328, -7.032313E-07, -4.04742E-07, -5.514992E-07
0.6329, -7.085123E-07, -4.302598E-07, -5.670673E-07
0.633, -7.090284E-07, -4.54251E-07, -5.795166E-07
0.6331, -7.064788E-07, -4.767451E-07, -5.896975E-07
0.6332, -7.021158E-07, -4.809356E-07, -5.896825E-07
0.6333, -6.938679E-07, -4.725399E-07, -5.813595E-07
0.6334, -6.655654E-07, -4.652082E-07, -5.637172E-07
0.6335, -6.394102E-07, -4.677255E-07, -5.521372E-07
0.6336, -6.293943E-07, -4.81699E-07, -5.543159E-07
0.6337, -6.396303E-07, -4.973018E-07, -5.672799E-07
0.6338, -6.506326E-07, -5.037307E-07, -5.759575E-07
0.6339, -6.502457E-07, -4.982998E-07, -5.730066E-07
0.634, -6.329531E-07, -4.881939E-07, -5.593672E-07
0.6341, -6.167455E-07, -4.817943E-07, -5.481453E-07
0.6342, -6.05212E-07, -4.730756E-07, -5.380427E-07
0.6343, -6.062288E-07, -4.582728E-07, -5.310178E-07
0.6344, -6.058798E-07, -4.38773E-07, -5.209338E-07
0.6345, -5.967896E-07, -4.267517E-07, -5.103537E-07
0.6346, -5.876615E-07, -4.443507E-07, -5.148118E-07
0.6347, -5.947409E-07, -4.759378E-07, -5.343493E-07
0.6348, -6.104855E-07, -5.071947E-07, -5.579794E-07
0.6349, -6.251983E-07, -5.198619E-07, -5.716523E-07
0.635, -6.265413E-07, -5.19517E-07, -5.721373E-07
0.6351, -6.261695E-07, -5.086038E-07, -5.664069E-07
0.6352, -6.283396E-07, -5.035472E-07, -5.649035E-07
0.6353, -6.167607E-07, -5.079579E-07, -5.614526E-07
0.6354, -5.89566E-07, -5.203095E-07, -5.543606E-07
0.6355, -5.563769E-07, -5.128677E-07, -5.342597E-07
0.6356, -5.405867E-07, -4.866013E-07, -5.131441E-07
0.6357, -5.311474E-07, -4.60746E-07, -4.9536E-07
0.6358, -5.138396E-07, -4.53385E-07, -4.831085E-07
0.6359, -4.838603E-07, -4.608121E-07, -4.721441E-07
0.636, -4.490702E-07, -4.607094E-07, -4.549868E-07
0.6361, -4.20358E-07, -4.586397E-07, -4.398179E-07
0.6362, -4.04416E-07, -4.561884E-07, -4.307336E-07
0.6363, -4.085893E-07, -4.526583E-07, -4.30991E-07
0.6364, -4.122163E-07, -4.480495E-07, -4.304315E-07
0.6365, -3.95599E-07, -4.357273E-07, -4.159976E-07
0.6366, -3.606875E-07, -4.251371E-07, -3.934494E-07
0.6367, -3.179909E-07, -4.169173E-07, -3.682785E-07
0.6368, -2.835953E-07, -4.209098E-07, -3.533969E-07
0.6369, -2.680632E-07, -4.326816E-07, -3.517442E-07
0.637, -2.649066E-07, -4.485486E-07, -3.58258E-07
0.6371, -2.556419E-07, -4.644816E-07, -3.618021E-07
0.6372, -2.301924E-07, -4.827043E-07, -3.585526E-07
0.6373, -2.04705E-07, -5.016097E-07, -3.556316E-07
0.6374, -2.001296E-07, -5.182913E-07, -3.618618E-07
0.6375, -1.982706E-07, -5.290136E-07, -3.663983E-07
0.6376, -1.961612E-07, -5.413065E-07, -3.7161E-07
0.6377, -1.905083E-07, -5.718221E-07, -3.843428E-07
0.6378, -1.855914E-07, -6.169572E-07, -4.04869E-07
0.6379, -1.747712E-07, -6.487205E-07, -4.156954E-07
0.638, -1.666219E-07, -6.515827E-07, -4.131436E-07
0.6381, -1.71296E-07, -6.438987E-07, -4.115357E-07
0.6382, -1.862666E-07, -6.428493E-07, -4.183628E-07
0.6383, -2.139318E-07, -6.565659E-07, -4.389375E-07
0.6384, -2.503381E-07, -6.819147E-07, -4.697229E-07
0.6385, -2.911453E-07, -7.127533E-07, -5.054627E-07
0.6386, -3.190911E-07, -7.344842E-07, -5.302492E-07
0.6387, -3.408149E-07, -7.456102E-07, -5.465859E-07
0.6388, -3.492298E-07, -7.491916E-07, -5.525437E-07
0.6389, -3.61818E-07, -7.47577E-07, -5.579122E-07
0.639, -3.62721E-07, -7.294863E-07, -5.491601E-07
0.6391, -3.727597E-07, -7.094215E-07, -5.438961E-07
0.6392, -3.923438E-07, -6.963947E-07, -5.46903E-07
0.6393, -4.241215E-07, -6.959471E-07, -5.622995E-07
0.6394, -4.51779E-07, -7.007541E-07, -5.783414E-07
0.6395, -4.635629E-07, -7.030072E-07, -5.852804E-07
0.6396, -4.734422E-07, -7.006294E-07, -5.88929E-07
0.6397, -4.87677E-07, -6.959251E-07, -5.935364E-07
0.6398, -5.010012E-07, -6.931069E-07, -5.986549E-07
0.6399, -5.000907E-07, -6.937307E-07, -5.985244E-07
0.64, -5.024808E-07, -6.837203E-07, -5.946109E-07
0.6401, -5.09765E-07, -6.612116E-07, -5.867503E-07
0.6402, -5.172845E-07, -6.284502E-07, -5.737937E-07
0.6403, -5.156303E-07, -6.02881E-07, -5.599827E-07
0.6404, -4.991194E-07, -5.927311E-07, -5.467053E-07
0.6405, -4.837617E-07, -5.937218E-07, -5.396581E-07
0.6406, -4.620454E-07, -5.92709E-07, -5.284661E-07
0.6407, -4.549052E-07, -5.805703E-07, -5.18785E-07
0.6408, -4.428557E-07, -5.641089E-07, -5.044927E-07
0.6409, -4.304497E-07, -5.497757E-07, -4.911071E-07
0.641, -4.003337E-07, -5.351563E-07, -4.688686E-07
0.6411, -3.724183E-07, -5.127796E-07, -4.437686E-07
0.6412, -3.500418E-07, -4.964944E-07, -4.244885E-07
0.6413, -3.348662E-07, -4.793725E-07, -4.083236E-07
0.6414, -3.208743E-07, -4.744627E-07, -3.989484E-07
0.6415, -3.182337E-07, -4.561078E-07, -3.883197E-07
0.6416, -3.159119E-07, -4.259443E-07, -3.71845E-07
0.6417, -3.177102E-07, -3.805745E-07, -3.496662E-07
0.6418, -3.207529E-07, -3.342212E-07, -3.275993E-07
0.6419, -3.323319E-07, -3.070375E-07, -3.194739E-07
0.642, -3.414752E-07, -2.951997E-07, -3.179518E-07
0.6421, -3.440853E-07, -2.890349E-07, -3.161014E-07
0.6422, -3.463616E-07, -2.773878E-07, -3.112999E-07
0.6423, -3.570604E-07, -2.66592E-07, -3.110723E-07
0.6424, -3.640413E-07, -2.553561E-07, -3.087929E-07
0.6425, -3.686168E-07, -2.377499E-07, -3.020928E-07
0.6426, -3.798922E-07, -2.126505E-07, -2.948777E-07
0.6427, -3.951816E-07, -1.907728E-07, -2.912738E-07
0.6428, -4.040138E-07, -2.002767E-07, -3.004475E-07
0.6429, -4.016919E-07, -2.290897E-07, -3.139525E-07
0.643, -4.092949E-07, -2.631648E-07, -3.350121E-07
0.6431, -4.244857E-07, -2.618658E-07, -3.418206E-07
0.6432, -4.349417E-07, -2.322088E-07, -3.318858E-07
0.6433, -4.34957E-07, -2.041004E-07, -3.176049E-07
0.6434, -4.379541E-07, -1.943029E-07, -3.140981E-07
0.6435, -4.516425E-07, -1.909563E-07, -3.19127E-07
0.6436, -4.645873E-07, -1.698271E-07, -3.147509E-07
0.6437, -4.657482E-07, -1.552298E-07, -3.079014E-07
0.6438, -4.565973E-07, -1.467973E-07, -2.991157E-07
0.6439, -4.406174E-07, -1.485514E-07, -2.921505E-07
0.644, -4.255101E-07, -1.403317E-07, -2.805444E-07
0.6441, -4.106835E-07, -1.327284E-07, -2.693896E-07
0.6442, -4.037559E-07, -1.286845E-07, -2.639279E-07
0.6443, -4.036725E-07, -1.30688E-07, -2.649054E-07
0.6444, -4.029516E-07, -1.38306E-07, -2.684234E-07
0.6445, -3.878139E-07, -1.293157E-07, -2.564107E-07
0.6446, -3.644814E-07, -1.168762E-07, -2.386154E-07
0.6447, -3.482131E-07, -1.06939E-07, -2.255655E-07
0.6448, -3.510814E-07, -1.246187E-07, -2.359629E-07
0.6449, -3.541771E-07, -1.392527E-07, -2.449239E-07
0.645, -3.515745E-07, -1.443461E-07, -2.462334E-07
0.6451, -3.449276E-07, -1.401555E-07, -2.408351E-07
0.6452, -3.486836E-07, -1.371025E-07, -2.411298E-07
0.6453, -3.589498E-07, -1.314588E-07, -2.433085E-07
0.6454, -3.644737E-07, -1.14946E-07, -2.376305E-07
0.6455, -3.639806E-07, -9.749383E-08, -2.285165E-07
0.6456, -3.676987E-07, -9.089604E-08, -2.269907E-07
0.6457, -3.678429E-07, -9.511597E-08, -2.292067E-07
0.6458, -3.573186E-07, -9.986424E-08, -2.264459E-07
0.6459, -3.368087E-07, -9.849187E-08, -2.156643E-07
0.646, -3.191518E-07, -9.101343E-08, -2.031815E-07
0.6461, -3.211171E-07, -9.189411E-08, -2.045954E-07
0.6462, -3.234238E-07, -8.031306E-08, -1.998425E-07
0.6463, -3.108204E-07, -6.749174E-08, -1.871284E-07
0.6464, -2.832689E-07, -4.446183E-08, -1.618753E-07
0.6465, -2.661813E-07, -3.801827E-08, -1.501984E-07
0.6466, -2.66887E-07, -3.8532E-08, -1.508065E-07
0.6467, -2.70036E-07, -5.058279E-08, -1.584806E-07
0.6468, -2.56598E-07, -5.119185E-08, -1.521832E-07
0.6469, -2.423177E-07, -4.730956E-08, -1.431886E-07
0.647, -2.536539E-07, -2.718587E-08, -1.385326E-07
0.6471, -2.876092E-07, -2.84775E-08, -1.558839E-07
0.6472, -3.277867E-07, -5.180826E-08, -1.874976E-07
0.6473, -3.517718E-07, -9.657628E-08, -2.220474E-07
0.6474, -3.639199E-07, -1.230262E-07, -2.414656E-07
0.6475, -3.754685E-07, -1.217492E-07, -2.464945E-07
0.6476, -3.83117E-07, -9.67746E-08, -2.375596E-07
0.6477, -3.873207E-07, -7.286412E-08, -2.274719E-07
0.6478, -3.942787E-07, -5.315884E-08, -2.208761E-07
0.6479, -4.145988E-07, -4.077783E-08, -2.245732E-07
0.648, -4.520826E-07, -3.526618E-08, -2.402009E-07
