Time, C, R, AVG
0.2669, -1.914186E-07, -7.834576E-07, -4.923718E-07
0.267, -1.65271E-07, -7.946276E-07, -4.851939E-07
0.2671, -1.503154E-07, -7.967779E-07, -4.789339E-07
0.2672, -1.576148E-07, -8.036178E-07, -4.859997E-07
0.2673, -1.694215E-07, -8.159328E-07, -4.980647E-07
0.2674, -1.700058E-07, -8.311098E-07, -5.06067E-07
0.2675, -1.490104E-07, -8.399973E-07, -5.002621E-07
0.2676, -1.195848E-07, -8.575669E-07, -4.947257E-07
0.2677, -9.179835E-08, -8.817417E-07, -4.933529E-07
0.2678, -5.88672E-08, -9.16037E-07, -4.945952E-07
0.2679, -3.488223E-08, -9.470004E-07, -4.985423E-07
0.268, -2.630026E-08, -9.657736E-07, -5.038659E-07
0.2681, -3.24161E-08, -9.712851E-07, -5.096745E-07
0.2682, -3.388808E-08, -9.611352E-07, -5.052387E-07
0.2683, -2.513934E-08, -9.554769E-07, -4.98061E-07
0.2684, -1.995686E-08, -9.54699E-07, -4.951174E-07
0.2685, -2.466887E-08, -9.581997E-07, -4.992137E-07
0.2686, -3.542854E-08, -9.605628E-07, -5.057051E-07
0.2687, -4.043651E-08, -9.552641E-07, -5.054738E-07
0.2688, -3.498094E-08, -9.580235E-07, -5.041942E-07
0.2689, -2.299223E-08, -9.592858E-07, -4.989415E-07
0.269, -1.163339E-08, -9.538109E-07, -4.905737E-07
0.2691, -1.254385E-08, -9.377898E-07, -4.828772E-07
0.2692, -2.127731E-08, -9.180845E-07, -4.771543E-07
0.2693, -2.79545E-08, -9.109216E-07, -4.767961E-07
0.2694, -3.125524E-08, -9.06621E-07, -4.762328E-07
0.2695, -3.795527E-08, -9.124335E-07, -4.824817E-07
0.2696, -5.340402E-08, -9.146646E-07, -4.912114E-07
0.2697, -7.431606E-08, -9.169103E-07, -5.026348E-07
0.2698, -9.156319E-08, -9.058945E-07, -5.055149E-07
0.2699, -1.129305E-07, -8.892862E-07, -5.07578E-07
0.27, -1.26323E-07, -8.777786E-07, -5.08313E-07
0.2701, -1.336376E-07, -8.702708E-07, -5.080928E-07
0.2702, -1.420751E-07, -8.674746E-07, -5.108199E-07
0.2703, -1.621524E-07, -8.567523E-07, -5.152407E-07
0.2704, -1.796195E-07, -8.500445E-07, -5.204189E-07
0.2705, -1.866459E-07, -8.559524E-07, -5.268767E-07
0.2706, -1.854925E-07, -8.745862E-07, -5.357818E-07
0.2707, -1.951442E-07, -8.977335E-07, -5.522937E-07
0.2708, -2.064119E-07, -9.033478E-07, -5.606877E-07
0.2709, -2.188104E-07, -8.965592E-07, -5.633327E-07
0.271, -2.358224E-07, -9.009626E-07, -5.739353E-07
0.2711, -2.593219E-07, -9.180845E-07, -5.941929E-07
0.2712, -2.764476E-07, -9.359184E-07, -6.116786E-07
0.2713, -2.817135E-07, -9.324324E-07, -6.124956E-07
0.2714, -2.82715E-07, -9.188185E-07, -6.060677E-07
0.2715, -2.829199E-07, -8.933667E-07, -5.932304E-07
0.2716, -2.820246E-07, -8.687223E-07, -5.802626E-07
0.2717, -2.746947E-07, -8.383534E-07, -5.612212E-07
0.2718, -2.648457E-07, -8.278072E-07, -5.510178E-07
0.2719, -2.577132E-07, -8.305594E-07, -5.4891E-07
0.272, -2.571896E-07, -8.388232E-07, -5.528533E-07
0.2721, -2.542759E-07, -8.443494E-07, -5.542299E-07
0.2722, -2.422114E-07, -8.386543E-07, -5.454032E-07
0.2723, -2.205709E-07, -8.359829E-07, -5.334053E-07
0.2724, -1.972764E-07, -8.391533E-07, -5.235639E-07
0.2725, -1.795968E-07, -8.489289E-07, -5.198406E-07
0.2726, -1.741411E-07, -8.621906E-07, -5.238996E-07
0.2727, -1.73481E-07, -8.714304E-07, -5.282719E-07
0.2728, -1.55756E-07, -8.680544E-07, -5.17841E-07
0.2729, -1.268161E-07, -8.509911E-07, -4.949384E-07
0.273, -1.015259E-07, -8.256789E-07, -4.69637E-07
0.2731, -9.158586E-08, -8.076395E-07, -4.555798E-07
0.2732, -8.561418E-08, -7.984218E-07, -4.47958E-07
0.2733, -7.390624E-08, -7.933945E-07, -4.396461E-07
0.2734, -6.025581E-08, -7.783495E-07, -4.252868E-07
0.2735, -4.470088E-08, -7.524428E-07, -4.044697E-07
0.2736, -2.919137E-08, -7.340292E-07, -3.874839E-07
0.2737, -7.277808E-09, -7.365464E-07, -3.779894E-07
0.2738, 2.30735E-08, -7.432103E-07, -3.664541E-07
0.2739, 5.740833E-08, -7.38117E-07, -3.469837E-07
0.274, 7.893493E-08, -7.292295E-07, -3.31882E-07
0.2741, 9.214518E-08, -7.328843E-07, -3.272448E-07
0.2742, 9.891347E-08, -7.624238E-07, -3.38933E-07
0.2743, 1.037773E-07, -7.927634E-07, -3.519642E-07
0.2744, 1.027605E-07, -8.242331E-07, -3.684613E-07
0.2745, 1.104545E-07, -8.379644E-07, -3.716584E-07
0.2746, 1.290295E-07, -8.391901E-07, -3.631488E-07
0.2747, 1.481508E-07, -8.371426E-07, -3.527067E-07
0.2748, 1.494938E-07, -8.332235E-07, -3.500542E-07
0.2749, 1.470355E-07, -8.328418E-07, -3.510688E-07
0.275, 1.350087E-07, -8.272935E-07, -3.541616E-07
0.2751, 1.249169E-07, -8.182371E-07, -3.545198E-07
0.2752, 1.113575E-07, -8.168428E-07, -3.604777E-07
0.2753, 1.152045E-07, -8.330987E-07, -3.668496E-07
0.2754, 1.215631E-07, -8.667994E-07, -3.808545E-07
0.2755, 1.194459E-07, -9.012634E-07, -3.994146E-07
0.2756, 9.785866E-08, -9.131527E-07, -4.160721E-07
0.2757, 9.073378E-08, -9.081255E-07, -4.170197E-07
0.2758, 9.460362E-08, -9.024011E-07, -4.122071E-07
0.2759, 1.119949E-07, -9.027461E-07, -4.038318E-07
0.276, 1.120934E-07, -8.984748E-07, -4.016121E-07
0.2761, 1.07207E-07, -8.957152E-07, -4.026118E-07
0.2762, 9.668282E-08, -8.980711E-07, -4.089837E-07
0.2763, 9.536254E-08, -9.149655E-07, -4.182209E-07
0.2764, 9.91564E-08, -9.361166E-07, -4.271074E-07
0.2765, 9.889073E-08, -9.521449E-07, -4.353857E-07
0.2766, 9.122707E-08, -9.492313E-07, -4.376726E-07
0.2767, 8.273623E-08, -9.399328E-07, -4.371205E-07
0.2768, 9.273694E-08, -9.354633E-07, -4.299316E-07
0.2769, 1.230731E-07, -9.430445E-07, -4.1887E-07
0.277, 1.548281E-07, -9.447472E-07, -4.041227E-07
0.2771, 1.642825E-07, -9.51822E-07, -4.030706E-07
0.2772, 1.51459E-07, -9.534439E-07, -4.102E-07
0.2773, 1.305394E-07, -9.529963E-07, -4.202579E-07
0.2774, 1.182548E-07, -9.464719E-07, -4.229812E-07
0.2775, 1.088079E-07, -9.424207E-07, -4.255666E-07
0.2776, 9.576455E-08, -9.346045E-07, -4.280064E-07
0.2777, 7.860095E-08, -9.129839E-07, -4.254547E-07
0.2778, 7.265975E-08, -8.910255E-07, -4.172136E-07
0.2779, 7.521685E-08, -8.719661E-07, -4.062678E-07
0.278, 6.869136E-08, -8.672397E-07, -4.070736E-07
0.2781, 5.375849E-08, -8.690379E-07, -4.153297E-07
0.2782, 4.258166E-08, -8.841488E-07, -4.285064E-07
0.2783, 4.195938E-08, -8.996342E-07, -4.36684E-07
0.2784, 4.022938E-08, -9.144883E-07, -4.450854E-07
0.2785, 2.602498E-08, -9.24807E-07, -4.573146E-07
0.2786, 5.333057E-09, -9.382521E-07, -4.743227E-07
0.2787, -2.014682E-08, -9.451434E-07, -4.903534E-07
0.2788, -4.83734E-08, -9.451435E-07, -5.042315E-07
0.2789, -6.32531E-08, -9.292691E-07, -5.034779E-07
0.279, -6.354141E-08, -9.113546E-07, -4.945131E-07
0.2791, -5.279713E-08, -8.960894E-07, -4.814707E-07
0.2792, -4.384356E-08, -8.92897E-07, -4.754457E-07
0.2793, -4.79561E-08, -8.985995E-07, -4.803665E-07
0.2794, -5.15754E-08, -9.098134E-07, -4.878464E-07
0.2795, -5.578647E-08, -9.161837E-07, -4.93155E-07
0.2796, -7.248728E-08, -9.248952E-07, -5.057946E-07
0.2797, -9.515968E-08, -9.324764E-07, -5.207957E-07
0.2798, -1.072092E-07, -9.469196E-07, -5.34062E-07
0.2799, -9.69429E-08, -9.535466E-07, -5.323831E-07
0.28, -8.49693E-08, -9.386924E-07, -5.189452E-07
0.2801, -8.940818E-08, -9.054247E-07, -5.042166E-07
0.2802, -9.178316E-08, -8.677536E-07, -4.862348E-07
0.2803, -8.751132E-08, -8.448559E-07, -4.724948E-07
0.2804, -7.231299E-08, -8.36871E-07, -4.609633E-07
0.2805, -7.061333E-08, -8.252019E-07, -4.541959E-07
0.2806, -8.008289E-08, -8.144649E-07, -4.533937E-07
0.2807, -8.82246E-08, -8.062818E-07, -4.53237E-07
0.2808, -8.844464E-08, -8.145163E-07, -4.575311E-07
0.2809, -8.254893E-08, -8.322547E-07, -4.636494E-07
0.281, -8.647179E-08, -8.482685E-07, -4.737184E-07
0.2811, -1.066022E-07, -8.544112E-07, -4.867385E-07
0.2812, -1.240086E-07, -8.426541E-07, -4.8932E-07
0.2813, -1.300029E-07, -8.356673E-07, -4.887157E-07
0.2814, -1.255034E-07, -8.385076E-07, -4.879472E-07
0.2815, -1.260422E-07, -8.487235E-07, -4.934052E-07
0.2816, -1.195774E-07, -8.477401E-07, -4.897267E-07
0.2817, -1.058814E-07, -8.414798E-07, -4.798106E-07
0.2818, -9.541785E-08, -8.375387E-07, -4.726626E-07
0.2819, -1.083171E-07, -8.394175E-07, -4.799598E-07
0.282, -1.214287E-07, -8.355865E-07, -4.84459E-07
0.2821, -1.31513E-07, -8.245414E-07, -4.838024E-07
0.2822, -1.223243E-07, -8.083222E-07, -4.710399E-07
0.2823, -1.199037E-07, -7.963596E-07, -4.637688E-07
0.2824, -1.060256E-07, -7.927928E-07, -4.551323E-07
0.2825, -1.033547E-07, -7.926386E-07, -4.537407E-07
0.2826, -9.645737E-08, -7.827309E-07, -4.453131E-07
0.2827, -8.896814E-08, -7.657264E-07, -4.32987E-07
0.2828, -8.425609E-08, -7.525529E-07, -4.239737E-07
0.2829, -8.125887E-08, -7.280846E-07, -4.100619E-07
0.283, -8.913506E-08, -7.000276E-07, -3.996721E-07
0.2831, -7.722213E-08, -6.629801E-07, -3.749824E-07
0.2832, -5.169676E-08, -6.481553E-07, -3.548965E-07
0.2833, -5.942224E-09, -6.56309E-07, -3.365453E-07
0.2834, 4.482765E-08, -6.799334E-07, -3.235925E-07
0.2835, 9.408778E-08, -7.08328E-07, -3.138069E-07
0.2836, 1.308279E-07, -7.252518E-07, -3.04346E-07
0.2837, 1.480067E-07, -7.247601E-07, -2.956497E-07
0.2838, 1.566263E-07, -7.114471E-07, -2.846443E-07
0.2839, 1.656784E-07, -6.950443E-07, -2.718556E-07
0.284, 1.869394E-07, -6.864357E-07, -2.570263E-07
0.2841, 2.160843E-07, -6.827368E-07, -2.408164E-07
0.2842, 2.31685E-07, -6.877053E-07, -2.356717E-07
0.2843, 2.267834E-07, -6.872576E-07, -2.378541E-07
0.2844, 2.127686E-07, -6.967103E-07, -2.495498E-07
0.2845, 2.19203E-07, -7.056051E-07, -2.509078E-07
0.2846, 2.263353E-07, -7.259416E-07, -2.577388E-07
0.2847, 2.322615E-07, -7.477165E-07, -2.65894E-07
0.2848, 2.269877E-07, -7.710252E-07, -2.803355E-07
0.2849, 2.314191E-07, -7.901874E-07, -2.878975E-07
0.285, 2.420344E-07, -7.98664E-07, -2.869873E-07
0.2851, 2.445385E-07, -7.905323E-07, -2.816226E-07
0.2852, 2.493111E-07, -7.935707E-07, -2.808205E-07
0.2853, 2.57468E-07, -8.208866E-07, -2.906956E-07
0.2854, 2.673095E-07, -8.735808E-07, -3.126431E-07
0.2855, 2.662853E-07, -9.27552E-07, -3.40582E-07
0.2856, 2.533784E-07, -9.741254E-07, -3.706027E-07
0.2857, 2.390601E-07, -1.018299E-06, -4.000974E-07
0.2858, 2.243241E-07, -1.047097E-06, -4.219818E-07
0.2859, 1.969701E-07, -1.060344E-06, -4.421647E-07
0.286, 1.672412E-07, -1.071727E-06, -4.625677E-07
0.2861, 1.461776E-07, -1.098081E-06, -4.863207E-07
0.2862, 1.57438E-07, -1.122931E-06, -4.934165E-07
0.2863, 1.826295E-07, -1.147825E-06, -4.93685E-07
0.2864, 2.107198E-07, -1.162342E-06, -4.872533E-07
0.2865, 2.167067E-07, -1.179758E-06, -4.931627E-07
0.2866, 2.219499E-07, -1.19186E-06, -4.967366E-07
0.2867, 2.31518E-07, -1.207E-06, -4.997286E-07
0.2868, 2.695936E-07, -1.223381E-06, -4.893349E-07
0.2869, 3.107952E-07, -1.245493E-06, -4.80318E-07
0.287, 3.452742E-07, -1.263599E-06, -4.725694E-07
0.2871, 3.620432E-07, -1.282012E-06, -4.736849E-07
0.2872, 3.653287E-07, -1.294892E-06, -4.786169E-07
0.2873, 3.607228E-07, -1.314957E-06, -4.910811E-07
0.2874, 3.448644E-07, -1.33053E-06, -5.067946E-07
0.2875, 3.426262E-07, -1.340042E-06, -5.1273E-07
0.2876, 3.526496E-07, -1.33591E-06, -5.057015E-07
0.2877, 3.697446E-07, -1.329195E-06, -4.938829E-07
0.2878, 3.85512E-07, -1.314575E-06, -4.786991E-07
0.2879, 4.034952E-07, -1.301402E-06, -4.631607E-07
0.288, 4.218958E-07, -1.30568E-06, -4.562887E-07
0.2881, 4.359334E-07, -1.33569E-06, -4.646416E-07
0.2882, 4.467915E-07, -1.368319E-06, -4.758896E-07
0.2883, 4.594556E-07, -1.38401E-06, -4.776393E-07
0.2884, 4.748818E-07, -1.37543E-06, -4.656936E-07
0.2885, 4.937982E-07, -1.36702E-06, -4.521177E-07
0.2886, 5.183825E-07, -1.374447E-06, -4.438059E-07
0.2887, 5.476635E-07, -1.385324E-06, -4.349383E-07
0.2888, 5.661932E-07, -1.393125E-06, -4.297935E-07
0.2889, 5.643571E-07, -1.384311E-06, -4.262157E-07
0.289, 5.451753E-07, -1.372399E-06, -4.295919E-07
0.2891, 5.334973E-07, -1.363666E-06, -4.308941E-07
0.2892, 5.376706E-07, -1.367174E-06, -4.306255E-07
0.2893, 5.516169E-07, -1.365758E-06, -4.230485E-07
0.2894, 5.534458E-07, -1.363116E-06, -4.208062E-07
0.2895, 5.535443E-07, -1.347227E-06, -4.126809E-07
0.2896, 5.552513E-07, -1.327925E-06, -4.0203E-07
0.2897, 5.648042E-07, -1.304271E-06, -3.853092E-07
0.2898, 5.726349E-07, -1.28395E-06, -3.711288E-07
0.2899, 5.745322E-07, -1.26751E-06, -3.618393E-07
0.29, 5.764746E-07, -1.251225E-06, -3.52606E-07
0.2901, 5.74699E-07, -1.245214E-06, -3.504236E-07
0.2902, 5.763454E-07, -1.253794E-06, -3.539752E-07
0.2903, 5.860732E-07, -1.257786E-06, -3.512219E-07
0.2904, 5.946627E-07, -1.24619E-06, -3.411043E-07
0.2905, 6.043826E-07, -1.226801E-06, -3.264688E-07
0.2906, 6.17138E-07, -1.211036E-06, -3.121839E-07
0.2907, 6.424281E-07, -1.194766E-06, -2.914788E-07
0.2908, 6.739403E-07, -1.173585E-06, -2.652185E-07
0.2909, 6.962711E-07, -1.153997E-06, -2.442821E-07
0.291, 7.133056E-07, -1.141455E-06, -2.295311E-07
0.2911, 7.255069E-07, -1.131107E-06, -2.182718E-07
0.2912, 7.401131E-07, -1.129118E-06, -2.100794E-07
0.2913, 7.485736E-07, -1.120451E-06, -2.015138E-07
0.2914, 7.586499E-07, -1.108862E-06, -1.906689E-07
0.2915, 7.680971E-07, -1.08664E-06, -1.747275E-07
0.2916, 7.828856E-07, -1.081297E-06, -1.647406E-07
0.2917, 7.919987E-07, -1.083513E-06, -1.613867E-07
0.2918, 7.933342E-07, -1.081297E-06, -1.596034E-07
0.2919, 7.894416E-07, -1.069628E-06, -1.555854E-07
0.292, 7.863383E-07, -1.066267E-06, -1.554026E-07
0.2921, 7.96612E-07, -1.081481E-06, -1.580851E-07
0.2922, 8.093521E-07, -1.100423E-06, -1.614501E-07
0.2923, 8.128878E-07, -1.115959E-06, -1.676095E-07
0.2924, 7.978107E-07, -1.118477E-06, -1.76302E-07
0.2925, 7.792738E-07, -1.114462E-06, -1.833753E-07
0.2926, 7.714817E-07, -1.106257E-06, -1.830356E-07
0.2927, 7.631425E-07, -1.107945E-06, -1.879937E-07
0.2928, 7.424049E-07, -1.118726E-06, -2.036701E-07
0.2929, 7.13222E-07, -1.127562E-06, -2.2251E-07
0.293, 6.944122E-07, -1.130535E-06, -2.332691E-07
0.2931, 6.894116E-07, -1.138431E-06, -2.397419E-07
0.2932, 6.909441E-07, -1.148956E-06, -2.443382E-07
0.2933, 6.814669E-07, -1.162327E-06, -2.557952E-07
0.2934, 6.805033E-07, -1.176198E-06, -2.633199E-07
0.2935, 6.810118E-07, -1.197408E-06, -2.738515E-07
0.2936, 6.979175E-07, -1.214757E-06, -2.743589E-07
0.2937, 7.131159E-07, -1.215124E-06, -2.670728E-07
0.2938, 7.286861E-07, -1.20827E-06, -2.55933E-07
0.2939, 7.38778E-07, -1.209253E-06, -2.51471E-07
0.294, 7.491127E-07, -1.216966E-06, -2.503107E-07
0.2941, 7.566323E-07, -1.215755E-06, -2.459981E-07
0.2942, 7.668605E-07, -1.199654E-06, -2.327841E-07
0.2943, 7.720048E-07, -1.177717E-06, -2.191039E-07
0.2944, 7.788943E-07, -1.156529E-06, -2.049461E-07
0.2945, 7.83857E-07, -1.126916E-06, -1.874529E-07
0.2946, 8.035095E-07, -1.096907E-06, -1.625357E-07
0.2947, 8.378368E-07, -1.071977E-06, -1.32985E-07
0.2948, 8.723385E-07, -1.064469E-06, -1.122052E-07
0.2949, 8.798507E-07, -1.055464E-06, -1.039342E-07
0.295, 8.784012E-07, -1.04058E-06, -9.708097E-08
0.2951, 8.778243E-07, -1.026841E-06, -9.038077E-08
0.2952, 8.891907E-07, -1.01893E-06, -8.077065E-08
0.2953, 8.88561E-07, -1.017455E-06, -8.033043E-08
0.2954, 8.924534E-07, -1.007892E-06, -7.355557E-08
0.2955, 9.044875E-07, -1.003511E-06, -6.541158E-08
0.2956, 9.24633E-07, -1.004069E-06, -5.579025E-08
0.2957, 9.495896E-07, -1.020948E-06, -5.21005E-08
0.2958, 9.783552E-07, -1.036859E-06, -4.604553E-08
0.2959, 1.008919E-06, -1.046378E-06, -3.585708E-08
0.296, 1.022827E-06, -1.0552E-06, -3.350308E-08
0.2961, 1.026712E-06, -1.060953E-06, -3.45179E-08
0.2962, 1.032911E-06, -1.065929E-06, -3.399939E-08
0.2963, 1.061396E-06, -1.046239E-06, -9.985026E-09
0.2964, 1.094668E-06, -1.022115E-06, 1.863665E-08
0.2965, 1.131098E-06, -1.01413E-06, 4.060671E-08
0.2966, 1.150234E-06, -1.028045E-06, 4.294206E-08
0.2967, 1.150697E-06, -1.04447E-06, 3.482039E-08
0.2968, 1.132084E-06, -1.038892E-06, 2.850439E-08
0.2969, 1.11376E-06, -1.018262E-06, 2.998184E-08
0.297, 1.107523E-06, -9.973974E-07, 3.75216E-08
0.2971, 1.102211E-06, -9.883483E-07, 3.951005E-08
0.2972, 1.088742E-06, -9.882602E-07, 3.293275E-08
0.2973, 1.06516E-06, -9.873576E-07, 2.179683E-08
0.2974, 1.053854E-06, -9.852879E-07, 1.729006E-08
0.2975, 1.059977E-06, -9.797543E-07, 2.311371E-08
0.2976, 1.069234E-06, -9.757399E-07, 2.970555E-08
0.2977, 1.069712E-06, -9.753436E-07, 3.014203E-08
0.2978, 1.061199E-06, -9.867265E-07, 2.016999E-08
0.2979, 1.064636E-06, -1.001926E-06, 1.41339E-08
0.298, 1.074425E-06, -1.01871E-06, 1.041451E-08
0.2981, 1.079152E-06, -1.035722E-06, 4.090948E-09
0.2982, 1.071996E-06, -1.052587E-06, -8.000185E-09
0.2983, 1.056692E-06, -1.067221E-06, -2.296381E-08
0.2984, 1.049893E-06, -1.078721E-06, -3.215243E-08
0.2985, 1.051851E-06, -1.096254E-06, -4.010252E-08
0.2986, 1.054301E-06, -1.109017E-06, -4.538523E-08
0.2987, 1.046888E-06, -1.114359E-06, -5.174607E-08
0.2988, 1.045409E-06, -1.114858E-06, -5.272711E-08
0.2989, 1.054415E-06, -1.133309E-06, -5.767773E-08
0.299, 1.069796E-06, -1.160691E-06, -6.403483E-08
0.2991, 1.07494E-06, -1.185665E-06, -7.420108E-08
0.2992, 1.08101E-06, -1.196366E-06, -7.665596E-08
0.2993, 1.105261E-06, -1.194142E-06, -6.360233E-08
0.2994, 1.139937E-06, -1.184741E-06, -4.177414E-08
0.2995, 1.164453E-06, -1.178723E-06, -2.666114E-08
0.2996, 1.167344E-06, -1.189995E-06, -3.097005E-08
0.2997, 1.161267E-06, -1.209517E-06, -4.388183E-08
0.2998, 1.159392E-06, -1.221663E-06, -5.097747E-08
0.2999, 1.159764E-06, -1.212798E-06, -4.628794E-08
0.3, 1.166206E-06, -1.188212E-06, -3.0623E-08
0.3001, 1.180669E-06, -1.166782E-06, -1.261879E-08
0.3002, 1.192505E-06, -1.154254E-06, -4.307502E-10
0.3003, 1.204904E-06, -1.14809E-06, 8.798977E-09
0.3004, 1.209897E-06, -1.144596E-06, 1.302941E-08
0.3005, 1.205663E-06, -1.148992E-06, 8.713067E-09
0.3006, 1.193666E-06, -1.15079E-06, 1.900844E-09
0.3007, 1.190571E-06, -1.135738E-06, 8.030421E-09
0.3008, 1.200571E-06, -1.120788E-06, 2.054679E-08
0.3009, 1.215231E-06, -1.129089E-06, 2.353507E-08
0.301, 1.226415E-06, -1.159164E-06, 1.374583E-08
0.3011, 1.23524E-06, -1.177959E-06, 8.530346E-09
0.3012, 1.23389E-06, -1.177761E-06, 7.967119E-09
0.3013, 1.234595E-06, -1.179552E-06, 7.403678E-09
0.3014, 1.242532E-06, -1.193158E-06, 4.389396E-09
0.3015, 1.249399E-06, -1.209657E-06, -6.209491E-10
0.3016, 1.239004E-06, -1.219469E-06, -1.071978E-08
0.3017, 1.215042E-06, -1.233009E-06, -2.93843E-08
0.3018, 1.203622E-06, -1.258923E-06, -4.817199E-08
0.3019, 1.21404E-06, -1.285043E-06, -5.632732E-08
0.302, 1.237805E-06, -1.30469E-06, -5.463006E-08
0.3021, 1.25619E-06, -1.312491E-06, -4.95564E-08
0.3022, 1.263406E-06, -1.311772E-06, -4.564282E-08
0.3023, 1.255727E-06, -1.311456E-06, -4.925767E-08
0.3024, 1.242327E-06, -1.315779E-06, -5.804332E-08
0.3025, 1.222076E-06, -1.320902E-06, -7.060451E-08
0.3026, 1.215421E-06, -1.324989E-06, -7.595449E-08
0.3027, 1.219222E-06, -1.323089E-06, -7.311915E-08
0.3028, 1.226734E-06, -1.3139E-06, -6.475508E-08
0.3029, 1.243777E-06, -1.296162E-06, -4.73587E-08
0.303, 1.274886E-06, -1.27606E-06, -2.184468E-08
0.3031, 1.30995E-06, -1.265543E-06, 7.408675E-10
0.3032, 1.316915E-06, -1.244891E-06, 1.466366E-08
0.3033, 1.310913E-06, -1.217744E-06, 2.551236E-08
0.3034, 1.3091E-06, -1.171274E-06, 4.824328E-08
0.3035, 1.320216E-06, -1.12834E-06, 7.553316E-08
0.3036, 1.324898E-06, -1.088291E-06, 9.819336E-08
0.3037, 1.318274E-06, -1.072277E-06, 1.030769E-07
0.3038, 1.3091E-06, -1.069856E-06, 9.979759E-08
0.3039, 1.31712E-06, -1.072571E-06, 1.023605E-07
0.304, 1.337372E-06, -1.057511E-06, 1.19973E-07
0.3041, 1.363952E-06, -1.030995E-06, 1.465205E-07
0.3042, 1.383263E-06, -9.89985E-07, 1.768621E-07
0.3043, 1.41004E-06, -9.517486E-07, 2.094643E-07
0.3044, 1.435353E-06, -9.255263E-07, 2.352394E-07
0.3045, 1.445991E-06, -9.06599E-07, 2.500913E-07
0.3046, 1.445726E-06, -8.859396E-07, 2.604625E-07
0.3047, 1.438449E-06, -8.530315E-07, 2.736129E-07
0.3048, 1.437348E-06, -8.256422E-07, 2.869947E-07
0.3049, 1.43363E-06, -7.97321E-07, 2.995634E-07
0.305, 1.432561E-06, -7.736379E-07, 3.110765E-07
0.3051, 1.440217E-06, -7.593488E-07, 3.221045E-07
0.3052, 1.448443E-06, -7.593488E-07, 3.261486E-07
0.3053, 1.464999E-06, -7.610882E-07, 3.334046E-07
0.3054, 1.469832E-06, -7.467551E-07, 3.43067E-07
0.3055, 1.45842E-06, -7.314826E-07, 3.452195E-07
0.3056, 1.426544E-06, -7.129003E-07, 3.389932E-07
0.3057, 1.383567E-06, -6.974516E-07, 3.257157E-07
0.3058, 1.344733E-06, -6.66547E-07, 3.223323E-07
0.3059, 1.319602E-06, -6.396274E-07, 3.236603E-07
0.306, 1.30759E-06, -6.243476E-07, 3.255218E-07
0.3061, 1.302711E-06, -6.306959E-07, 3.198958E-07
0.3062, 1.297695E-06, -6.275033E-07, 3.190526E-07
0.3063, 1.287785E-06, -6.142636E-07, 3.209105E-07
0.3064, 1.270865E-06, -5.858983E-07, 3.270101E-07
0.3065, 1.247145E-06, -5.529683E-07, 3.320876E-07
0.3066, 1.222296E-06, -5.295788E-07, 3.317594E-07
0.3067, 1.204882E-06, -5.143651E-07, 3.309312E-07
0.3068, 1.185563E-06, -5.094993E-07, 3.239063E-07
0.3069, 1.160584E-06, -4.86198E-07, 3.234698E-07
0.307, 1.130946E-06, -4.650469E-07, 3.196494E-07
0.3071, 1.111726E-06, -4.51932E-07, 3.168663E-07
0.3072, 1.107332E-06, -4.580674E-07, 3.115875E-07
0.3073, 1.102378E-06, -4.660521E-07, 3.050926E-07
0.3074, 1.085427E-06, -4.643054E-07, 2.976464E-07
0.3075, 1.056305E-06, -4.546399E-07, 2.882414E-07
0.3076, 1.032176E-06, -4.352796E-07, 2.862193E-07
0.3077, 1.023025E-06, -4.169027E-07, 2.910618E-07
0.3078, 1.02115E-06, -3.956343E-07, 3.009515E-07
0.3079, 1.027972E-06, -3.718629E-07, 3.163891E-07
0.308, 1.035415E-06, -3.55908E-07, 3.281593E-07
0.3081, 1.048945E-06, -3.442535E-07, 3.407355E-07
0.3082, 1.064583E-06, -3.435859E-07, 3.487638E-07
0.3083, 1.075031E-06, -3.387275E-07, 3.563706E-07
0.3084, 1.084349E-06, -3.333629E-07, 3.636789E-07
0.3085, 1.094684E-06, -3.214222E-07, 3.748299E-07
0.3086, 1.107218E-06, -3.109274E-07, 3.863276E-07
0.3087, 1.116377E-06, -3.111254E-07, 3.907299E-07
0.3088, 1.126165E-06, -3.228532E-07, 3.895809E-07
0.3089, 1.141402E-06, -3.368706E-07, 3.899468E-07
0.309, 1.156335E-06, -3.506312E-07, 3.902939E-07
0.3091, 1.158589E-06, -3.621095E-07, 3.855671E-07
0.3092, 1.14811E-06, -3.732868E-07, 3.747332E-07
0.3093, 1.136803E-06, -3.709164E-07, 3.703792E-07
0.3094, 1.125627E-06, -3.675258E-07, 3.666075E-07
0.3095, 1.118897E-06, -3.663295E-07, 3.639066E-07
0.3096, 1.117751E-06, -3.793194E-07, 3.567401E-07
0.3097, 1.11989E-06, -3.848529E-07, 3.549792E-07
0.3098, 1.107826E-06, -3.834145E-07, 3.497785E-07
0.3099, 1.089357E-06, -3.798551E-07, 3.425074E-07
0.31, 1.071685E-06, -3.914583E-07, 3.279203E-07
0.3101, 1.070827E-06, -4.184512E-07, 3.137774E-07
0.3102, 1.074007E-06, -4.374006E-07, 3.05708E-07
0.3103, 1.07708E-06, -4.366372E-07, 3.076071E-07
0.3104, 1.072709E-06, -4.229498E-07, 3.12416E-07
0.3105, 1.054567E-06, -4.233387E-07, 3.032983E-07
0.3106, 1.030885E-06, -4.301056E-07, 2.882149E-07
