Time, C, R, AVG
0.02272, 2.703899E-07, 2.65749E-07, 2.680395E-07
0.02276, 2.74171E-07, 2.665548E-07, 2.703138E-07
0.0228, 2.767855E-07, 2.627212E-07, 2.696627E-07
0.02284, 2.698532E-07, 2.570143E-07, 2.63351E-07
0.02288, 2.58433E-07, 2.532431E-07, 2.558046E-07
0.02292, 2.541699E-07, 2.527733E-07, 2.534626E-07
0.02296, 2.557424E-07, 2.552485E-07, 2.554922E-07
0.023, 2.528657E-07, 2.554951E-07, 2.541974E-07
0.02304, 2.443223E-07, 2.528076E-07, 2.486196E-07
0.02308, 2.349721E-07, 2.508097E-07, 2.42993E-07
0.02312, 2.306356E-07, 2.475307E-07, 2.39192E-07
0.02316, 2.327572E-07, 2.413051E-07, 2.370863E-07
0.0232, 2.401032E-07, 2.311672E-07, 2.355776E-07
0.02324, 2.482834E-07, 2.203083E-07, 2.341155E-07
0.02328, 2.46653E-07, 2.129325E-07, 2.295753E-07
0.02332, 2.382668E-07, 2.056352E-07, 2.217407E-07
0.02336, 2.281251E-07, 1.999777E-07, 2.1387E-07
0.0234, 2.201707E-07, 1.943499E-07, 2.070938E-07
0.02344, 2.11998E-07, 1.892528E-07, 2.004788E-07
0.02348, 2.028476E-07, 1.895829E-07, 1.961297E-07
0.02352, 1.957487E-07, 1.896228E-07, 1.926463E-07
0.02356, 1.934546E-07, 1.913025E-07, 1.923647E-07
0.0236, 1.924372E-07, 1.876412E-07, 1.900083E-07
0.02364, 1.891167E-07, 1.803279E-07, 1.846656E-07
0.02368, 1.854224E-07, 1.713971E-07, 1.783193E-07
0.02372, 1.776158E-07, 1.609382E-07, 1.691695E-07
0.02376, 1.71333E-07, 1.558023E-07, 1.634675E-07
0.0238, 1.663513E-07, 1.551304E-07, 1.606685E-07
0.02384, 1.673748E-07, 1.616873E-07, 1.644944E-07
0.02388, 1.697984E-07, 1.6902E-07, 1.694042E-07
0.02392, 1.709394E-07, 1.722307E-07, 1.715934E-07
0.02396, 1.636346E-07, 1.709761E-07, 1.673527E-07
0.024, 1.518212E-07, 1.667533E-07, 1.593835E-07
0.02404, 1.364217E-07, 1.636525E-07, 1.502126E-07
0.02408, 1.266962E-07, 1.614362E-07, 1.442901E-07
0.02412, 1.189687E-07, 1.526569E-07, 1.3603E-07
0.02416, 1.133967E-07, 1.362683E-07, 1.249799E-07
0.0242, 1.11667E-07, 1.199646E-07, 1.158693E-07
0.02424, 1.171018E-07, 1.175906E-07, 1.173494E-07
0.02428, 1.264367E-07, 1.27183E-07, 1.268146E-07
0.02432, 1.363758E-07, 1.398285E-07, 1.381244E-07
0.02436, 1.403431E-07, 1.408721E-07, 1.40611E-07
0.0244, 1.392906E-07, 1.352292E-07, 1.372337E-07
0.02444, 1.386514E-07, 1.263148E-07, 1.324036E-07
0.02448, 1.444368E-07, 1.230593E-07, 1.336103E-07
0.02452, 1.483829E-07, 1.188097E-07, 1.334056E-07
0.02456, 1.45497E-07, 1.131966E-07, 1.291386E-07
0.0246, 1.369903E-07, 1.058535E-07, 1.212211E-07
0.02464, 1.336376E-07, 1.045466E-07, 1.189046E-07
0.02468, 1.375149E-07, 1.090225E-07, 1.23085E-07
0.02472, 1.386148E-07, 1.12046E-07, 1.251591E-07
0.02476, 1.336454E-07, 1.082168E-07, 1.207672E-07
0.0248, 1.2847E-07, 9.778758E-08, 1.12931E-07
0.02484, 1.296919E-07, 8.674601E-08, 1.079421E-07
0.02488, 1.389413E-07, 7.817201E-08, 1.081649E-07
0.02492, 1.4302E-07, 7.266304E-08, 1.07388E-07
0.02496, 1.425638E-07, 7.481547E-08, 1.082529E-07
0.025, 1.375821E-07, 8.194023E-08, 1.094025E-07
