Identifier:,FBN_35_COCH_EXT_LEFT,,,,,,FBN_35_COCH_EXT_LEFT,,,,,,FBN_35_COCH_EXT_LEFT,,,,,,FBN_35_COCH_EXT_LEFT,,,,,,FBN_35_COCH_EXT_LEFT,,,,,,FBN_35_COCH_EXT_LEFT,,,,,,FBN_35_COCH_EXT_LEFT,,,,,,FBN_35_COCH_EXT_LEFT,,,,,,FBN_35_COCH_EXT_LEFT,,,,,,FBN_35_COCH_EXT_LEFT,,,,,,FBN_35_COCH_EXT_LEFT,,,,,,FBN_35_COCH_EXT_LEFT,,,,,,FBN_35_COCH_EXT_LEFT,,,,,,
File Name:,CLLA10B.3,,,,,,CLLA20B.3,,,,,,CLLA30B.3,,,,,,CLLA35B.1,,,,,,CLLA40B.3,,,,,,CLLA45B.2,,,,,,CLLA50B.3,,,,,,CLLA55B.2,,,,,,CLLA60B.3,,,,,,CLLA65B.3,,,,,,CLLA70B.3,,,,,,CLLA80B.3,,,,,,CLLA90B.3,,,,,,
Ear:,L,,,,,,L,,,,,,L,,,,,,L,,,,,,L,,,,,,L,,,,,,L,,,,,,L,,,,,,L,,,,,,L,,,,,,L,,,,,,L,,,,,,L,,,,,,
 479,  -27981,   -0.0417,    7017,    0.0209,  -34998,   -0.1043,   86417,    0.1288,   57669,    0.1719,   28748,    0.0857,   44227,    0.0659,   18238,    0.0544,   25989,    0.0775,   -6049,   -0.0090,  -19454,   -0.0580,   13405,    0.0400,   33252,    0.0496,   29221,    0.0871,    4031,    0.0120,   63620,    0.0948,   64397,    0.1919,    -777,   -0.0023,   53392,    0.0796,   35408,    0.1055,   17984,    0.0536,   83215,    0.1240,   42367,    0.1263,   40848,    0.1217,   72396,    0.1079,   19157,    0.0571,   53239,    0.1587,   66764,    0.0995,   44697,    0.1332,   22067,    0.0658,   42685,    0.0636,    7868,    0.0234,   34817,    0.1038,   63743,    0.0950,    4882,    0.0145,   58861,    0.1754,   39667,    0.0591,   30122,    0.0898,    9545,    0.0284,
 480,  -25355,   -0.0378,    7171,    0.0214,  -32526,   -0.0969,   79477,    0.1184,   49816,    0.1485,   29661,    0.0884,   37253,    0.0555,   15846,    0.0472,   21407,    0.0638,  -13913,   -0.0207,  -16191,   -0.0483,    2278,    0.0068,   21760,    0.0324,   19400,    0.0578,    2360,    0.0070,   52224,    0.0778,   56993,    0.1699,   -4769,   -0.0142,   53553,    0.0798,   37942,    0.1131,   15611,    0.0465,   72599,    0.1082,   37676,    0.1123,   34923,    0.1041,   68693,    0.1024,   15892,    0.0474,   52801,    0.1574,   52820,    0.0787,   36106,    0.1076,   16714,    0.0498,   43088,    0.0642,    4654,    0.0139,   38434,    0.1145,   65382,    0.0974,   11340,    0.0338,   54042,    0.1611,   25877,    0.0386,   26187,    0.0780,    -310,   -0.0009,
 481,  -19967,   -0.0298,   11261,    0.0336,  -31228,   -0.0931,   77899,    0.1161,   47203,    0.1407,   30696,    0.0915,   28131,    0.0419,   14055,    0.0419,   14076,    0.0420,  -12989,   -0.0194,   -8181,   -0.0244,   -4808,   -0.0143,   19446,    0.0290,   12344,    0.0368,    7102,    0.0212,   52683,    0.0785,   51663,    0.1540,    1020,    0.0030,   39724,    0.0592,   30690,    0.0915,    9034,    0.0269,   63647,    0.0948,   34203,    0.1019,   29444,    0.0878,   63549,    0.0947,   15868,    0.0473,   47681,    0.1421,   43250,    0.0644,   28002,    0.0835,   15248,    0.0454,   36418,    0.0543,   -5964,   -0.0178,   42382,    0.1263,   67551,    0.1007,   17654,    0.0526,   49897,    0.1487,   20036,    0.0299,   29824,    0.0889,   -9788,   -0.0292,
 482,  -21243,   -0.0317,   12306,    0.0367,  -33549,   -0.1000,   74025,    0.1103,   40039,    0.1193,   33986,    0.1013,   26130,    0.0389,   11707,    0.0349,   14423,    0.0430,  -12383,   -0.0185,   -7537,   -0.0225,   -4846,   -0.0144,   17359,    0.0259,    7636,    0.0228,    9723,    0.0290,   49970,    0.0745,   47157,    0.1405,    2813,    0.0084,   15160,    0.0226,   18088,    0.0539,   -2928,   -0.0087,   65271,    0.0973,   36267,    0.1081,   29004,    0.0864,   60994,    0.0909,   20123,    0.0600,   40871,    0.1218,   36737,    0.0547,   23798,    0.0709,   12939,    0.0386,   25850,    0.0385,  -15244,   -0.0454,   41094,    0.1225,   71068,    0.1059,   21922,    0.0653,   49146,    0.1465,   22326,    0.0333,   37952,    0.1131,  -15626,   -0.0466,
 483,  -30579,   -0.0456,    5329,    0.0159,  -35908,   -0.1070,   64812,    0.0966,   30351,    0.0905,   34461,    0.1027,   30304,    0.0452,   12712,    0.0379,   17592,    0.0524,  -10064,   -0.0150,   -7838,   -0.0234,   -2226,   -0.0066,    9258,    0.0138,     468,    0.0014,    8790,    0.0262,   44781,    0.0667,   44668,    0.1331,     113,    0.0003,   -2822,   -0.0042,    4707,    0.0140,   -7529,   -0.0224,   74221,    0.1106,   42594,    0.1269,   31627,    0.0943,   57528,    0.0857,   23057,    0.0687,   34471,    0.1027,   30007,    0.0447,   25561,    0.0762,    4446,    0.0133,    2380,    0.0035,  -32482,   -0.0968,   34862,    0.1039,   77120,    0.1149,   24163,    0.0720,   52957,    0.1578,   23580,    0.0351,   40452,    0.1206,  -16872,   -0.0503,
 484,  -32877,   -0.0490,     938,    0.0028,  -33815,   -0.1008,   49021,    0.0730,   24359,    0.0726,   24662,    0.0735,   30433,    0.0454,   15190,    0.0453,   15243,    0.0454,  -14518,   -0.0216,   -9611,   -0.0286,   -4907,   -0.0146,    8606,    0.0128,   -1174,   -0.0035,    9780,    0.0291,   35101,    0.0523,   36266,    0.1081,   -1165,   -0.0035,   -9589,   -0.0143,   -2406,   -0.0072,   -7183,   -0.0214,   77651,    0.1157,   47275,    0.1409,   30376,    0.0905,   47007,    0.0700,   24734,    0.0737,   22273,    0.0664,   26395,    0.0393,   23796,    0.0709,    2599,    0.0077,  -20814,   -0.0310,  -47188,   -0.1406,   26374,    0.0786,   73749,    0.1099,   22704,    0.0677,   51045,    0.1521,   19008,    0.0283,   34812,    0.1038,  -15804,   -0.0471,
 485,  -31394,   -0.0468,   -1473,   -0.0044,  -29921,   -0.0892,   35072,    0.0523,   19609,    0.0584,   15463,    0.0461,   21832,    0.0325,   12099,    0.0361,    9733,    0.0290,  -19932,   -0.0297,  -12241,   -0.0365,   -7691,   -0.0229,    9040,    0.0135,   -2584,   -0.0077,   11624,    0.0346,   16327,    0.0243,   22103,    0.0659,   -5776,   -0.0172,   -5250,   -0.0078,   -1407,   -0.0042,   -3843,   -0.0115,   77175,    0.1150,   51356,    0.1531,   25819,    0.0769,   32653,    0.0487,   24495,    0.0730,    8158,    0.0243,   18852,    0.0281,   13711,    0.0409,    5141,    0.0153,  -38688,   -0.0577,  -53681,   -0.1600,   14993,    0.0447,   69485,    0.1035,   19762,    0.0589,   49723,    0.1482,    4736,    0.0071,   24628,    0.0734,  -19892,   -0.0593,
 486,  -29989,   -0.0447,   -4882,   -0.0145,  -25107,   -0.0748,   22613,    0.0337,   16209,    0.0483,    6404,    0.0191,   10244,    0.0153,   10112,    0.0301,     132,    0.0004,  -11055,   -0.0165,  -10643,   -0.0317,    -412,   -0.0012,    5807,    0.0087,   -5017,   -0.0150,   10824,    0.0323,   -1011,   -0.0015,    8202,    0.0244,   -9213,   -0.0275,   -6003,   -0.0089,    -101,   -0.0003,   -5902,   -0.0176,   67634,    0.1008,   48311,    0.1440,   19323,    0.0576,   25294,    0.0377,   18668,    0.0556,    6626,    0.0197,   10443,    0.0156,    4535,    0.0135,    5908,    0.0176,  -47144,   -0.0703,  -56039,   -0.1670,    8895,    0.0265,   70938,    0.1057,   18576,    0.0554,   52362,    0.1561,   -7639,   -0.0114,   15951,    0.0475,  -23590,   -0.0703,
 487,  -18095,   -0.0270,    -969,   -0.0029,  -17126,   -0.0510,   11091,    0.0165,   12191,    0.0363,   -1100,   -0.0033,    3367,    0.0050,    9771,    0.0291,   -6404,   -0.0191,   -2468,   -0.0037,   -6164,   -0.0184,    3696,    0.0110,   11822,    0.0176,   -3691,   -0.0110,   15513,    0.0462,   -8371,   -0.0125,    2623,    0.0078,  -10994,   -0.0328,  -16087,   -0.0240,    2258,    0.0067,  -18345,   -0.0547,   51366,    0.0765,   40806,    0.1216,   10560,    0.0315,   26588,    0.0396,   12096,    0.0360,   14492,    0.0432,   11072,    0.0165,    5465,    0.0163,    5607,    0.0167,  -49477,   -0.0737,  -54006,   -0.1610,    4529,    0.0135,   68718,    0.1024,   21693,    0.0647,   47025,    0.1401,  -10433,   -0.0155,   10925,    0.0326,  -21358,   -0.0637,
 488,    4385,    0.0065,    6795,    0.0203,   -2410,   -0.0072,    4582,    0.0068,    4925,    0.0147,    -343,   -0.0010,   10342,    0.0154,    9780,    0.0291,     562,    0.0017,    7549,    0.0112,     117,    0.0003,    7432,    0.0221,   24898,    0.0371,   -2456,   -0.0073,   27354,    0.0815,   -6444,   -0.0096,    3774,    0.0112,  -10218,   -0.0305,  -23767,   -0.0354,    6881,    0.0205,  -30648,   -0.0913,   38192,    0.0569,   37799,    0.1127,     393,    0.0012,   29402,    0.0438,    9930,    0.0296,   19472,    0.0580,   22430,    0.0334,   12045,    0.0359,   10385,    0.0310,  -50910,   -0.0759,  -53303,   -0.1589,    2393,    0.0071,   59580,    0.0888,   26254,    0.0782,   33326,    0.0993,  -10973,   -0.0164,    6309,    0.0188,  -17282,   -0.0515,
 489,   32453,    0.0484,   19746,    0.0588,   12707,    0.0379,    6849,    0.0102,    4050,    0.0121,    2799,    0.0083,   24857,    0.0370,   11298,    0.0337,   13559,    0.0404,   16757,    0.0250,    4510,    0.0134,   12247,    0.0365,   36689,    0.0547,    -102,   -0.0003,   36791,    0.1096,    -406,   -0.0006,    7391,    0.0220,   -7797,   -0.0232,  -24988,   -0.0372,   12528,    0.0373,  -37516,   -0.1118,   23978,    0.0357,   31897,    0.0951,   -7919,   -0.0236,   34088,    0.0508,   12511,    0.0373,   21577,    0.0643,   37843,    0.0564,   16700,    0.0498,   21143,    0.0630,  -48170,   -0.0718,  -57521,   -0.1714,    9351,    0.0279,   54460,    0.0812,   27835,    0.0830,   26625,    0.0794,  -12169,   -0.0181,    4522,    0.0135,  -16691,   -0.0497,
 490,   59537,    0.0887,   38800,    0.1156,   20737,    0.0618,   15539,    0.0232,   12807,    0.0382,    2732,    0.0081,   40275,    0.0600,   13362,    0.0398,   26913,    0.0802,   16806,    0.0250,    1957,    0.0058,   14849,    0.0443,   61410,    0.0915,   13444,    0.0401,   47966,    0.1430,   12079,    0.0180,   10153,    0.0303,    1926,    0.0057,  -28586,   -0.0426,   12288,    0.0366,  -40874,   -0.1218,   15723,    0.0234,   26430,    0.0788,  -10707,   -0.0319,   43471,    0.0648,   20571,    0.0613,   22900,    0.0682,   47584,    0.0709,   17012,    0.0507,   30572,    0.0911,  -41943,   -0.0625,  -60894,   -0.1815,   18951,    0.0565,   60113,    0.0896,   31827,    0.0949,   28286,    0.0843,  -17482,   -0.0261,    2034,    0.0061,  -19516,   -0.0582,
 491,   73769,    0.1099,   51248,    0.1527,   22521,    0.0671,   19158,    0.0285,   19077,    0.0569,      81,    0.0002,   63849,    0.0951,   19545,    0.0583,   44304,    0.1320,   18051,    0.0269,   -4837,   -0.0144,   22888,    0.0682,   99783,    0.1487,   32653,    0.0973,   67130,    0.2001,   28262,    0.0421,   13311,    0.0397,   14951,    0.0446,  -30736,   -0.0458,    7201,    0.0215,  -37937,   -0.1131,   16109,    0.0240,   22399,    0.0668,   -6290,   -0.0187,   57030,    0.0850,   28031,    0.0835,   28999,    0.0864,   47704,    0.0711,   15647,    0.0466,   32057,    0.0955,  -23495,   -0.0350,  -52408,   -0.1562,   28913,    0.0862,   67899,    0.1012,   34996,    0.1043,   32903,    0.0981,  -29887,   -0.0445,   -3621,   -0.0108,  -26266,   -0.0783,
 492,   79307,    0.1182,   53324,    0.1589,   25983,    0.0774,   26650,    0.0397,   27028,    0.0806,    -378,   -0.0011,   76867,    0.1145,   23554,    0.0702,   53313,    0.1589,   23351,    0.0348,  -12745,   -0.0380,   36096,    0.1076,  130761,    0.1949,   48543,    0.1447,   82218,    0.2450,   45527,    0.0678,   15753,    0.0469,   29774,    0.0887,  -21660,   -0.0323,   10239,    0.0305,  -31899,   -0.0951,   22764,    0.0339,   21076,    0.0628,    1688,    0.0050,   72960,    0.1087,   35025,    0.1044,   37935,    0.1131,   48768,    0.0727,   16726,    0.0498,   32042,    0.0955,    4365,    0.0065,  -36948,   -0.1101,   41313,    0.1231,   75001,    0.1118,   37783,    0.1126,   37218,    0.1109,  -34003,   -0.0507,   -3145,   -0.0094,  -30858,   -0.0920,
 493,   87649,    0.1306,   55261,    0.1647,   32388,    0.0965,   41499,    0.0618,   36972,    0.1102,    4527,    0.0135,   79766,    0.1189,   27417,    0.0817,   52349,    0.1560,   32307,    0.0481,  -16884,   -0.0503,   49191,    0.1466,  143812,    0.2143,   58261,    0.1736,   85551,    0.2550,   62639,    0.0933,   14373,    0.0428,   48266,    0.1438,   -3961,   -0.0059,   18676,    0.0557,  -22637,   -0.0675,   32725,    0.0488,   23700,    0.0706,    9025,    0.0269,   83892,    0.1250,   42979,    0.1281,   40913,    0.1219,   53892,    0.0803,   21473,    0.0640,   32419,    0.0966,   26793,    0.0399,  -22839,   -0.0681,   49632,    0.1479,   74734,    0.1114,   35860,    0.1069,   38874,    0.1159,  -26803,   -0.0399,    3393,    0.0101,  -30196,   -0.0900,
 494,   93952,    0.1400,   59393,    0.1770,   34559,    0.1030,   48118,    0.0717,   42186,    0.1257,    5932,    0.0177,   91069,    0.1357,   39012,    0.1163,   52057,    0.1551,   50219,    0.0748,  -10701,   -0.0319,   60920,    0.1816,  154874,    0.2308,   67234,    0.2004,   87640,    0.2612,   73848,    0.1100,   14588,    0.0435,   59260,    0.1766,   22777,    0.0339,   29285,    0.0873,   -6508,   -0.0194,   44611,    0.0665,   28399,    0.0846,   16212,    0.0483,   92198,    0.1374,   53258,    0.1587,   38940,    0.1161,   67950,    0.1013,   26270,    0.0783,   41680,    0.1242,   38108,    0.0568,   -9524,   -0.0284,   47632,    0.1420,   75110,    0.1119,   34227,    0.1020,   40883,    0.1218,   -9866,   -0.0147,   12838,    0.0383,  -22704,   -0.0677,
 495,  101837,    0.1518,   68259,    0.2034,   33578,    0.1001,   49951,    0.0744,   43430,    0.1294,    6521,    0.0194,  103500,    0.1542,   49921,    0.1488,   53579,    0.1597,   71481,    0.1065,    4237,    0.0126,   67244,    0.2004,  163695,    0.2439,   78087,    0.2327,   85608,    0.2551,   81033,    0.1208,   19849,    0.0592,   61184,    0.1823,   47936,    0.0714,   35075,    0.1045,   12861,    0.0383,   62855,    0.0937,   37570,    0.1120,   25285,    0.0754,   93754,    0.1397,   57763,    0.1722,   35991,    0.1073,   90820,    0.1353,   32198,    0.0960,   58622,    0.1747,   53011,    0.0790,    6211,    0.0185,   46800,    0.1395,   83724,    0.1248,   38977,    0.1162,   44747,    0.1334,    8856,    0.0132,   22380,    0.0667,  -13524,   -0.0403,
 496,  118638,    0.1768,   81318,    0.2424,   37320,    0.1112,   58862,    0.0877,   46412,    0.1383,   12450,    0.0371,  113494,    0.1691,   57861,    0.1724,   55633,    0.1658,  100143,    0.1492,   18376,    0.0548,   81767,    0.2437,  165854,    0.2471,   82136,    0.2448,   83718,    0.2495,   90310,    0.1346,   30101,    0.0897,   60209,    0.1794,   71997,    0.1073,   37716,    0.1124,   34281,    0.1022,   80435,    0.1199,   50232,    0.1497,   30203,    0.0900,   95804,    0.1428,   57248,    0.1706,   38556,    0.1149,  115767,    0.1725,   43660,    0.1301,   72107,    0.2149,   67697,    0.1009,   17630,    0.0525,   50067,    0.1492,   92479,    0.1378,   41054,    0.1224,   51425,    0.1533,   26443,    0.0394,   31502,    0.0939,   -5059,   -0.0151,
 497,  134439,    0.2003,   90544,    0.2699,   43895,    0.1308,   75164,    0.1120,   53506,    0.1595,   21658,    0.0645,  127872,    0.1905,   66694,    0.1988,   61178,    0.1823,  124655,    0.1858,   25731,    0.0767,   98924,    0.2948,  175471,    0.2615,   85837,    0.2558,   89634,    0.2671,  105431,    0.1571,   39847,    0.1188,   65584,    0.1955,   93709,    0.1396,   40495,    0.1207,   53214,    0.1586,   87160,    0.1299,   55429,    0.1652,   31731,    0.0946,  112001,    0.1669,   64560,    0.1924,   47441,    0.1414,  131870,    0.1965,   56279,    0.1677,   75591,    0.2253,   73663,    0.1098,   22459,    0.0669,   51204,    0.1526,   93840,    0.1398,   43015,    0.1282,   50825,    0.1515,   42820,    0.0638,   39406,    0.1174,    3414,    0.0102,
 498,  142602,    0.2125,   95534,    0.2847,   47068,    0.1403,   90098,    0.1343,   59981,    0.1788,   30117,    0.0898,  151592,    0.2259,   78509,    0.2340,   73083,    0.2178,  130256,    0.1941,   23512,    0.0701,  106744,    0.3181,  199711,    0.2976,   98138,    0.2925,  101573,    0.3027,  117317,    0.1748,   43239,    0.1289,   74078,    0.2208,  110164,    0.1642,   43817,    0.1306,   66347,    0.1977,   89728,    0.1337,   54971,    0.1638,   34757,    0.1036,  135038,    0.2012,   74060,    0.2207,   60978,    0.1817,  134057,    0.1998,   61344,    0.1828,   72713,    0.2167,   84160,    0.1254,   29346,    0.0875,   54814,    0.1634,  101543,    0.1513,   51700,    0.1541,   49843,    0.1485,   62282,    0.0928,   50360,    0.1501,   11922,    0.0355,
 499,  150131,    0.2237,   97950,    0.2919,   52181,    0.1555,  107851,    0.1607,   65070,    0.1939,   42781,    0.1275,  174892,    0.2606,   93032,    0.2773,   81860,    0.2440,  137970,    0.2056,   24217,    0.0722,  113753,    0.3390,  216818,    0.3231,  109897,    0.3275,  106921,    0.3187,  121547,    0.1811,   42125,    0.1255,   79422,    0.2367,  124713,    0.1858,   50990,    0.1520,   73723,    0.2197,  102818,    0.1532,   57209,    0.1705,   45609,    0.1359,  154836,    0.2307,   81469,    0.2428,   73367,    0.2187,  131382,    0.1958,   60081,    0.1791,   71301,    0.2125,  102065,    0.1521,   37964,    0.1131,   64101,    0.1910,  114198,    0.1702,   61824,    0.1843,   52374,    0.1561,   86809,    0.1294,   60002,    0.1788,   26807,    0.0799,
 500,  156976,    0.2339,   98282,    0.2929,   58694,    0.1749,  128836,    0.1920,   71913,    0.2143,   56923,    0.1696,  192312,    0.2866,  101791,    0.3034,   90521,    0.2698,  153084,    0.2281,   30725,    0.0916,  122359,    0.3647,  225704,    0.3363,  117175,    0.3492,  108529,    0.3235,  128481,    0.1915,   43750,    0.1304,   84731,    0.2525,  134628,    0.2006,   53397,    0.1591,   81231,    0.2421,  120361,    0.1794,   61489,    0.1833,   58872,    0.1755,  173481,    0.2585,   84536,    0.2519,   88945,    0.2651,  137164,    0.2044,   62270,    0.1856,   74894,    0.2232,  125188,    0.1866,   49717,    0.1482,   75471,    0.2249,  127290,    0.1897,   71351,    0.2126,   55939,    0.1667,  105454,    0.1571,   61922,    0.1845,   43532,    0.1297,
 501,  164935,    0.2458,  102188,    0.3046,   62747,    0.1870,  142441,    0.2123,   77329,    0.2305,   65112,    0.1941,  210532,    0.3137,  105550,    0.3146,  104982,    0.3129,  168376,    0.2509,   36523,    0.1089,  131853,    0.3930,  235692,    0.3512,  125672,    0.3745,  110020,    0.3279,  141223,    0.2104,   49240,    0.1468,   91983,    0.2741,  137977,    0.2056,   55061,    0.1641,   82916,    0.2471,  129617,    0.1932,   66571,    0.1984,   63046,    0.1879,  182064,    0.2713,   82795,    0.2468,   99269,    0.2959,  150371,    0.2241,   70943,    0.2114,   79428,    0.2367,  146371,    0.2181,   63593,    0.1895,   82778,    0.2467,  138834,    0.2069,   80564,    0.2401,   58270,    0.1737,  111001,    0.1654,   58212,    0.1735,   52789,    0.1573,
 502,  166320,    0.2478,  106663,    0.3179,   59657,    0.1778,  149323,    0.2225,   81880,    0.2440,   67443,    0.2010,  228925,    0.3411,  106534,    0.3175,  122391,    0.3648,  183652,    0.2737,   44106,    0.1315,  139546,    0.4159,  238906,    0.3560,  130299,    0.3883,  108607,    0.3237,  161362,    0.2405,   58049,    0.1730,  103313,    0.3079,  140217,    0.2089,   59883,    0.1785,   80334,    0.2394,  134946,    0.2011,   68091,    0.2029,   66855,    0.1992,  187378,    0.2792,   83239,    0.2481,  104139,    0.3104,  167790,    0.2500,   81191,    0.2420,   86599,    0.2581,  156723,    0.2335,   75410,    0.2247,   81313,    0.2423,  143777,    0.2143,   82158,    0.2449,   61619,    0.1836,  112421,    0.1675,   56863,    0.1695,   55558,    0.1656,
 503,  166483,    0.2481,  108117,    0.3222,   58366,    0.1739,  152498,    0.2272,   87628,    0.2612,   64870,    0.1933,  236187,    0.3520,  100341,    0.2990,  135846,    0.4049,  203558,    0.3033,   62233,    0.1855,  141325,    0.4212,  235952,    0.3516,  132862,    0.3960,  103090,    0.3072,  178601,    0.2661,   67369,    0.2008,  111232,    0.3315,  148616,    0.2215,   64054,    0.1909,   84562,    0.2520,  140922,    0.2100,   65323,    0.1947,   75599,    0.2253,  198378,    0.2956,   86722,    0.2585,  111656,    0.3328,  176954,    0.2637,   82660,    0.2464,   94294,    0.2810,  165183,    0.2461,   86250,    0.2571,   78933,    0.2352,  148974,    0.2220,   85047,    0.2535,   63927,    0.1905,  116810,    0.1741,   59991,    0.1788,   56819,    0.1693,
 504,  172036,    0.2564,  108900,    0.3246,   63136,    0.1882,  164636,    0.2453,   93725,    0.2793,   70911,    0.2113,  238024,    0.3547,   92802,    0.2766,  145222,    0.4328,  234522,    0.3495,   88297,    0.2632,  146225,    0.4358,  237263,    0.3536,  135548,    0.4040,  101715,    0.3031,  198688,    0.2961,   77994,    0.2324,  120694,    0.3597,  162435,    0.2421,   67402,    0.2009,   95033,    0.2832,  147609,    0.2200,   64654,    0.1927,   82955,    0.2472,  204057,    0.3041,   83022,    0.2474,  121035,    0.3607,  189288,    0.2821,   88007,    0.2623,  101281,    0.3019,  169954,    0.2533,   92721,    0.2763,   77233,    0.2302,  160008,    0.2384,   90612,    0.2701,   69396,    0.2068,  118454,    0.1765,   62870,    0.1874,   55584,    0.1657,
 505,  188789,    0.2813,  116369,    0.3468,   72420,    0.2158,  178358,    0.2658,   99009,    0.2951,   79349,    0.2365,  248699,    0.3706,   92914,    0.2769,  155785,    0.4643,  262841,    0.3917,  108981,    0.3248,  153860,    0.4586,  250068,    0.3726,  138409,    0.4125,  111659,    0.3328,  218832,    0.3261,   84816,    0.2528,  134016,    0.3994,  173126,    0.2580,   68997,    0.2056,  104129,    0.3103,  161765,    0.2411,   73221,    0.2182,   88544,    0.2639,  207084,    0.3086,   81335,    0.2424,  125749,    0.3748,  209852,    0.3127,  104113,    0.3103,  105739,    0.3151,  168971,    0.2518,   94895,    0.2828,   74076,    0.2208,  163937,    0.2443,   89562,    0.2669,   74375,    0.2217,  120239,    0.1792,   64981,    0.1937,   55258,    0.1647,
 506,  207513,    0.3092,  124302,    0.3705,   83211,    0.2480,  183614,    0.2736,   98874,    0.2947,   84740,    0.2526,  267000,    0.3979,   99018,    0.2951,  167982,    0.5006,  279840,    0.4170,  121352,    0.3617,  158488,    0.4723,  263989,    0.3934,  141502,    0.4217,  122487,    0.3651,  227357,    0.3388,   84683,    0.2524,  142674,    0.4252,  177106,    0.2639,   69994,    0.2086,  107112,    0.3192,  174068,    0.2594,   82730,    0.2466,   91338,    0.2722,  216205,    0.3222,   87406,    0.2605,  128799,    0.3839,  227045,    0.3383,  114271,    0.3406,  112774,    0.3361,  171685,    0.2558,   96817,    0.2885,   74868,    0.2231,  156117,    0.2326,   84970,    0.2532,   71147,    0.2120,  123366,    0.1838,   64650,    0.1927,   58716,    0.1750,
 507,  208991,    0.3114,  119072,    0.3549,   89919,    0.2680,  176755,    0.2634,   94789,    0.2825,   81966,    0.2443,  279648,    0.4167,  101628,    0.3029,  178020,    0.5306,  277403,    0.4134,  123101,    0.3669,  154302,    0.4599,  265927,    0.3963,  142023,    0.4233,  123904,    0.3693,  224778,    0.3350,   79069,    0.2357,  145709,    0.4343,  182113,    0.2714,   74575,    0.2223,  107538,    0.3205,  177427,    0.2644,   85132,    0.2537,   92295,    0.2751,  230217,    0.3431,   95006,    0.2831,  135211,    0.4030,  232107,    0.3459,  116338,    0.3467,  115769,    0.3450,  183408,    0.2733,  103954,    0.3098,   79454,    0.2368,  153140,    0.2282,   84660,    0.2523,   68480,    0.2041,  125620,    0.1872,   62428,    0.1861,   63192,    0.1883,
 508,  195028,    0.2906,  107405,    0.3201,   87623,    0.2611,  158342,    0.2360,   88480,    0.2637,   69862,    0.2082,  274440,    0.4090,   97934,    0.2919,  176506,    0.5260,  258013,    0.3845,  115562,    0.3444,  142451,    0.4246,  259737,    0.3871,  139569,    0.4160,  120168,    0.3581,  208844,    0.3112,   72343,    0.2156,  136501,    0.4068,  190594,    0.2840,   74985,    0.2235,  115609,    0.3446,  181214,    0.2700,   88019,    0.2623,   93195,    0.2778,  240180,    0.3579,   97434,    0.2904,  142746,    0.4254,  221355,    0.3299,  110847,    0.3304,  110508,    0.3293,  202027,    0.3011,  119153,    0.3551,   82874,    0.2470,  158685,    0.2365,   86441,    0.2576,   72244,    0.2153,  135998,    0.2027,   66219,    0.1974,   69779,    0.2080,
 509,  187721,    0.2797,  100943,    0.3008,   86778,    0.2586,  140740,    0.2097,   85189,    0.2539,   55551,    0.1656,  257923,    0.3843,   89589,    0.2670,  168334,    0.5017,  240529,    0.3584,  104818,    0.3124,  135711,    0.4045,  244375,    0.3642,  133548,    0.3980,  110827,    0.3303,  188541,    0.2810,   68503,    0.2042,  120038,    0.3578,  201837,    0.3008,   73826,    0.2200,  128011,    0.3815,  190445,    0.2838,   97508,    0.2906,   92937,    0.2770,  247371,    0.3686,   99172,    0.2956,  148199,    0.4417,  209386,    0.3120,  106299,    0.3168,  103087,    0.3072,  211533,    0.3152,  128273,    0.3823,   83260,    0.2481,  163017,    0.2429,   85936,    0.2561,   77081,    0.2297,  161031,    0.2400,   82244,    0.2451,   78787,    0.2348,
 510,  182606,    0.2721,   97104,    0.2894,   85502,    0.2548,  123062,    0.1834,   82449,    0.2457,   40613,    0.1210,  229850,    0.3425,   74270,    0.2213,  155580,    0.4637,  224540,    0.3346,   95484,    0.2846,  129056,    0.3846,  220348,    0.3284,  123636,    0.3685,   96712,    0.2882,  173432,    0.2584,   68210,    0.2033,  105222,    0.3136,  203787,    0.3037,   73066,    0.2178,  130721,    0.3896,  193495,    0.2883,  105873,    0.3155,   87622,    0.2611,  243715,    0.3632,   99557,    0.2967,  144158,    0.4296,  205743,    0.3066,  107301,    0.3198,   98442,    0.2934,  206230,    0.3073,  127460,    0.3799,   78770,    0.2348,  169707,    0.2529,   89992,    0.2682,   79715,    0.2376,  183970,    0.2741,   97226,    0.2898,   86744,    0.2585,
 511,  167349,    0.2494,   91811,    0.2736,   75538,    0.2251,  103220,    0.1538,   74285,    0.2214,   28935,    0.0862,  201755,    0.3006,   59803,    0.1782,  141952,    0.4231,  200417,    0.2987,   87907,    0.2620,  112510,    0.3353,  200240,    0.2984,  114788,    0.3421,   85452,    0.2547,  158111,    0.2356,   64245,    0.1915,   93866,    0.2798,  197506,    0.2943,   73604,    0.2194,  123902,    0.3693,  190717,    0.2842,  104779,    0.3123,   85938,    0.2561,  226247,    0.3371,   92451,    0.2755,  133796,    0.3988,  207185,    0.3087,  105420,    0.3142,  101765,    0.3033,  203249,    0.3029,  126516,    0.3771,   76733,    0.2287,  175087,    0.2609,   94501,    0.2816,   80586,    0.2402,  182031,    0.2713,   99686,    0.2971,   82345,    0.2454,
