time	8kHz80dB	8kHz70dB	8kHz60dB	8kHz55dB	8kHz50dB	8kHz50dB	8kHz45dB	8kHz45dB	8kHz40dB	8kHz40dB	8kHz35dB	8kHz35dB	8kHz30dB	8kHz30dB
0.00622594	-0.261047	0.00895879	-0.4264	-0.0989995	-0.241668	0.0535931	-0.254578	-0.0443295	-0.0737845	-0.058151	0.287475	-0.221392	0.202807	0.427038
0.0062669	-0.270158	-0.00353863	-0.462549	-0.0605971	-0.264136	0.00199586	-0.219792	-0.0634259	-0.0962845	-0.0757619	0.301317	-0.210078	0.215432	0.404675
0.00630786	-0.295722	-0.0134669	-0.488573	-0.0399052	-0.279127	-0.0408724	-0.195696	-0.0712928	-0.110016	-0.0926075	0.301847	-0.200909	0.240572	0.382006
0.00634882	-0.341928	-0.0223601	-0.50178	-0.0425908	-0.284675	-0.0636957	-0.187773	-0.0709723	-0.10535	-0.099813	0.280997	-0.200888	0.280182	0.369317
0.00638978	-0.404698	-0.0297075	-0.501496	-0.0603044	-0.281086	-0.0681575	-0.194257	-0.0699331	-0.0830072	-0.0945349	0.241142	-0.214477	0.329049	0.370689
0.00643074	-0.470482	-0.0329508	-0.485526	-0.0788031	-0.270471	-0.0638114	-0.210094	-0.0720415	-0.0545043	-0.0801197	0.19166	-0.239679	0.37413	0.378791
0.0064717	-0.517693	-0.030738	-0.458789	-0.0860335	-0.256494	-0.0605849	-0.230945	-0.076671	-0.0332332	-0.061456	0.143349	-0.267577	0.399937	0.380632
0.00651266	-0.529016	-0.0299767	-0.437148	-0.0754978	-0.242518	-0.0656159	-0.252482	-0.0798956	-0.0278032	-0.0435419	0.104476	-0.287544	0.400761	0.36677
0.00655362	-0.502243	-0.0420134	-0.438331	-0.0482329	-0.230612	-0.0812776	-0.266711	-0.0790408	-0.0390328	-0.0308865	0.0787592	-0.296193	0.385869	0.335993
0.00659458	-0.447331	-0.0718322	-0.468937	-0.0115134	-0.224467	-0.101585	-0.263993	-0.0740386	-0.0589003	-0.0249142	0.0635464	-0.295143	0.372069	0.296311
0.00663554	-0.38269	-0.109481	-0.525726	0.0212223	-0.228222	-0.114576	-0.241002	-0.0657097	-0.0764752	-0.0234161	0.0512891	-0.285654	0.370768	0.258121
0.0066765	-0.327322	-0.133575	-0.599486	0.0368838	-0.240724	-0.11216	-0.203782	-0.0544008	-0.0844803	-0.0268272	0.0336795	-0.267656	0.38355	0.231076
0.00671746	-0.291364	-0.129448	-0.676481	0.0335957	-0.251812	-0.0946431	-0.167087	-0.0401555	-0.0798074	-0.0374103	0.00624113	-0.241044	0.404067	0.220861
0.00675842	-0.271244	-0.0992141	-0.739962	0.0196407	-0.249477	-0.0682678	-0.145067	-0.0253498	-0.0625452	-0.0543538	-0.0297595	-0.210592	0.422723	0.227467
0.00679938	-0.260325	-0.0586781	-0.778282	0.00533261	-0.230263	-0.0397993	-0.141461	-0.0116114	-0.0349271	-0.0693523	-0.0691707	-0.185956	0.430907	0.246636
0.00684034	-0.255381	-0.027629	-0.794658	-0.0046957	-0.203672	-0.0164192	-0.148301	0.000456237	-0.00216066	-0.0709554	-0.106001	-0.173989	0.425558	0.271567
0.0068813	-0.2505	-0.0184368	-0.80219	-0.0117447	-0.184374	-0.00284103	-0.153287	0.0134727	0.0312654	-0.0560061	-0.136959	-0.17445	0.409014	0.296832
0.00692226	-0.23897	-0.03372	-0.80914	-0.0172887	-0.18024	0.00294617	-0.148572	0.03134	0.0620598	-0.0335221	-0.162725	-0.18086	0.38388	0.319584
0.00696322	-0.217518	-0.0644097	-0.814618	-0.0194465	-0.188278	0.00519787	-0.135072	0.0558962	0.0895738	-0.0148161	-0.183603	-0.1836	0.352587	0.338106
0.00700418	-0.185179	-0.0931616	-0.814706	-0.0167455	-0.199232	0.00771254	-0.119632	0.0864009	0.113499	-0.00195414	-0.20022	-0.175392	0.320107	0.350056
0.00704514	-0.146996	-0.103461	-0.808524	-0.0103656	-0.205652	0.0134673	-0.107978	0.120859	0.126975	0.00928823	-0.213453	-0.1537	0.292294	0.352505
0.0070861	-0.115611	-0.0874402	-0.798409	-0.00311867	-0.204722	0.0237482	-0.0999677	0.156073	0.120305	0.0214524	-0.22417	-0.119162	0.271701	0.343745
0.00712706	-0.101329	-0.0510691	-0.783721	0.00050092	-0.198448	0.037987	-0.0944061	0.187204	0.0905691	0.0353127	-0.234599	-0.0761529	0.255849	0.326178
0.00716802	-0.102286	-0.0118342	-0.76262	-0.00151564	-0.191796	0.0543854	-0.093454	0.210326	0.0457821	0.0505906	-0.246185	-0.0308951	0.236202	0.305664
0.00720898	-0.102147	0.0130424	-0.738252	-0.0049481	-0.184389	0.070485	-0.0999223	0.222724	-0.000777348	0.066278	-0.257481	0.0133406	0.207567	0.287748
0.00724994	-0.076011	0.0176906	-0.717925	-0.0023174	-0.171454	0.0833485	-0.115319	0.225647	-0.0373942	0.0787954	-0.269058	0.0545952	0.173186	0.272384
0.0072909	0.00162505	0.00892987	-0.706881	0.0101896	-0.151557	0.0920995	-0.137338	0.222135	-0.0560653	0.0830714	-0.286597	0.0889529	0.137237	0.254104
0.00733186	0.145356	0.000610921	-0.705279	0.0299604	-0.131326	0.0974647	-0.158239	0.215417	-0.0544703	0.0775276	-0.314195	0.110872	0.100554	0.229422
0.00737282	0.352862	0.00753943	-0.707202	0.0508749	-0.121361	0.0996198	-0.167289	0.208559	-0.0381632	0.0652268	-0.348313	0.116481	0.0612984	0.200737
0.00741378	0.601669	0.0423732	-0.707064	0.0694885	-0.124856	0.0978311	-0.155905	0.20437	-0.0173699	0.0509769	-0.379005	0.109479	0.0172859	0.172223
0.00745474	0.851692	0.114815	-0.706356	0.0892718	-0.13434	0.0900899	-0.123195	0.20527	-0.00569411	0.038904	-0.395879	0.0990709	-0.0304106	0.14441
0.0074957	1.06057	0.228498	-0.7055	0.115548	-0.135544	0.0748078	-0.0782246	0.211032	-0.0136215	0.0304774	-0.395964	0.0947106	-0.0762837	0.114718
0.00753666	1.19272	0.379442	-0.699277	0.152279	-0.115934	0.0534095	-0.0329718	0.220403	-0.0380438	0.0241118	-0.384605	0.102845	-0.113913	0.0828995
0.00757762	1.22411	0.556457	-0.673959	0.200317	-0.0719111	0.0335564	0.00256256	0.234757	-0.0652492	0.017238	-0.370146	0.124078	-0.138512	0.0513099
0.00761858	1.14927	0.738955	-0.614951	0.255198	-0.0126942	0.026149	0.0226566	0.253436	-0.0821287	0.00892238	-0.361558	0.152922	-0.146892	0.0210557
0.00765954	0.979696	0.900994	-0.527661	0.311257	0.0455802	0.0381766	0.0283757	0.269398	-0.0823322	0.00206661	-0.361875	0.181266	-0.139046	-0.0100803
0.0077005	0.740301	1.02185	-0.431815	0.364309	0.0913838	0.068522	0.0298861	0.275017	-0.0668009	0.000210232	-0.366321	0.201842	-0.121545	-0.0454247
0.00774146	0.463644	1.0866	-0.341708	0.408136	0.124705	0.110021	0.0421309	0.27116	-0.0447319	0.00535985	-0.368969	0.209521	-0.103742	-0.0853886
0.00778242	0.181969	1.08413	-0.263181	0.435925	0.149397	0.151462	0.0744227	0.267375	-0.0271823	0.0178044	-0.367204	0.203692	-0.0896308	-0.125801
0.00782338	-0.0810711	1.01211	-0.201863	0.444562	0.166801	0.180503	0.123479	0.273411	-0.0213464	0.0346965	-0.358729	0.189481	-0.0767314	-0.160637
0.00786434	-0.309812	0.87776	-0.165909	0.437824	0.176581	0.19309	0.178664	0.292061	-0.0265837	0.052044	-0.341504	0.17434	-0.0622717	-0.186084
0.0079053	-0.495946	0.695383	-0.165011	0.42679	0.180608	0.19438	0.231588	0.317863	-0.0366163	0.0688174	-0.317765	0.162273	-0.0472975	-0.203492
0.00794626	-0.638894	0.485602	-0.205715	0.419576	0.185759	0.19137	0.277388	0.341968	-0.0436773	0.0883635	-0.295999	0.154951	-0.0347308	-0.221549
0.00798722	-0.733331	0.267988	-0.286632	0.412378	0.198758	0.18633	0.312255	0.357838	-0.0401324	0.113132	-0.281852	0.155266	-0.0269003	-0.254134
0.00802818	-0.7692	0.0559951	-0.39506	0.391883	0.218207	0.171892	0.333853	0.362584	-0.0228437	0.140782	-0.271408	0.163178	-0.0222994	-0.307122
0.00806914	-0.749323	-0.14176	-0.509434	0.344611	0.237944	0.136237	0.34127	0.354852	0.00442198	0.165738	-0.256888	0.1743	-0.016257	-0.369607
0.0081101	-0.697358	-0.314332	-0.611635	0.268296	0.25587	0.0741497	0.334867	0.333921	0.0322351	0.183732	-0.23568	0.183783	-0.00611931	-0.422259
0.00815106	-0.650249	-0.441626	-0.696764	0.171499	0.27191	-0.00854048	0.316491	0.301219	0.0510755	0.191397	-0.210959	0.189686	0.00504094	-0.45154
0.00819202	-0.645417	-0.500083	-0.771836	0.065174	0.28049	-0.0958004	0.287864	0.261711	0.0543173	0.190036	-0.187492	0.190518	0.00977955	-0.459683
0.00823298	-0.704995	-0.477279	-0.847377	-0.0436592	0.274368	-0.171704	0.249498	0.221663	0.0370071	0.18331	-0.170972	0.184679	0.00223333	-0.458403
0.00827394	-0.82246	-0.381775	-0.923311	-0.15107	0.251748	-0.229424	0.201446	0.185205	-0.00435991	0.170341	-0.163774	0.174894	-0.0154653	-0.457682
0.0083149	-0.964508	-0.239484	-0.983646	-0.250872	0.217966	-0.273414	0.143411	0.151016	-0.0693232	0.145541	-0.163152	0.166262	-0.0384412	-0.46171
0.00835586	-1.08335	-0.0823297	-1.00791	-0.335301	0.182909	-0.312899	0.0770257	0.112998	-0.148518	0.104995	-0.16537	0.162879	-0.0645888	-0.471708
0.00839682	-1.13334	0.0570608	-0.984467	-0.400068	0.157214	-0.354432	0.0104568	0.0642021	-0.226332	0.0508339	-0.169796	0.167498	-0.0957595	-0.48674
0.00843778	-1.09571	0.148413	-0.91319	-0.440158	0.148211	-0.39514	-0.0439702	0.00304792	-0.289774	-0.0115413	-0.176481	0.178477	-0.130236	-0.502412
0.00847874	-0.989581	0.177137	-0.798398	-0.44684	0.154901	-0.42486	-0.077523	-0.0632139	-0.330212	-0.0764017	-0.182695	0.185452	-0.159245	-0.512872
0.0085197	-0.859396	0.146962	-0.649652	-0.415003	0.172792	-0.431787	-0.0880337	-0.117905	-0.343816	-0.135407	-0.185326	0.173741	-0.176341	-0.513673
0.00856066	-0.759081	0.0750807	-0.482593	-0.350106	0.200529	-0.409065	-0.0762304	-0.144465	-0.333833	-0.181806	-0.187369	0.134133	-0.183334	-0.503328
0.00860162	-0.735263	-0.0153245	-0.318473	-0.264223	0.236769	-0.360136	-0.0472441	-0.134326	-0.311898	-0.215625	-0.19828	0.070833	-0.18557	-0.487354
0.00864258	-0.807756	-0.106569	-0.179973	-0.170534	0.278506	-0.293574	-0.0103085	-0.0903058	-0.29244	-0.240911	-0.223775	0.00230872	-0.188057	-0.479826
0.00868354	-0.963554	-0.192074	-0.0792026	-0.0827587	0.325776	-0.217305	0.0261751	-0.0255784	-0.281397	-0.257892	-0.259808	-0.0476119	-0.197919	-0.495781
0.0087245	-1.16698	-0.275806	-0.0175416	-0.0153312	0.377797	-0.139707	0.0610212	0.0387645	-0.275397	-0.259693	-0.296625	-0.0651016	-0.22452	-0.54199
0.00876546	-1.36949	-0.370076	0.00816346	0.0212652	0.426899	-0.0682464	0.101889	0.0848258	-0.268707	-0.238139	-0.320666	-0.0504591	-0.272958	-0.609325
0.00880642	-1.52414	-0.486128	-0.00323332	0.0256409	0.46448	-0.0100323	0.15929	0.112356	-0.25836	-0.191702	-0.319514	-0.012063	-0.333432	-0.676756
0.00884738	-1.59441	-0.623944	-0.0542066	0.0066822	0.487965	0.0282463	0.238861	0.132776	-0.244282	-0.128306	-0.288935	0.0390663	-0.383937	-0.721838
0.00888834	-1.55564	-0.77467	-0.140898	-0.0295145	0.499221	0.0409627	0.331452	0.15476	-0.22756	-0.0627157	-0.23713	0.0909489	-0.407274	-0.731095
0.0089293	-1.40224	-0.925366	-0.251315	-0.0864019	0.497581	0.0239299	0.415984	0.178764	-0.208544	-0.0106766	-0.178311	0.132739	-0.403828	-0.707842
0.00897026	-1.14673	-1.05874	-0.371861	-0.167447	0.476653	-0.0237831	0.471318	0.195051	-0.188277	0.0177559	-0.124239	0.159977	-0.388151	-0.666696
0.00901122	-0.810726	-1.15218	-0.491163	-0.267582	0.427506	-0.0960429	0.48686	0.191495	-0.170533	0.0210116	-0.0809771	0.176867	-0.37404	-0.62704
0.00905218	-0.425876	-1.1785	-0.597935	-0.374754	0.345074	-0.183619	0.467241	0.160089	-0.158888	0.00538086	-0.0478239	0.191584	-0.366761	-0.603142
0.00909314	-0.0358409	-1.11365	-0.680469	-0.473848	0.235835	-0.280311	0.426025	0.0982027	-0.154529	-0.0207829	-0.0187278	0.209064	-0.366687	-0.597185
0.0091341	0.305102	-0.950333	-0.728098	-0.548723	0.117009	-0.380749	0.374938	0.0102301	-0.158584	-0.0525618	0.0109099	0.231657	-0.372737	-0.603267
0.00917506	0.538641	-0.699876	-0.735024	-0.586074	0.00904696	-0.478236	0.321141	-0.0918936	-0.170052	-0.087649	0.0381525	0.262485	-0.380611	-0.614137
0.00921602	0.623541	-0.391626	-0.7031	-0.581015	-0.0723164	-0.56439	0.268104	-0.191953	-0.187444	-0.12436	0.0577545	0.298313	-0.385017	-0.621401
0.00925698	0.554104	-0.0756954	-0.638502	-0.537538	-0.122929	-0.62786	0.216818	-0.276489	-0.213393	-0.161415	0.0681828	0.323562	-0.381992	-0.61846
0.00929794	0.351792	0.189496	-0.54874	-0.464722	-0.147374	-0.6556	0.171419	-0.340538	-0.251109	-0.199463	0.0699059	0.320678	-0.367257	-0.603779
0.0093389	0.0527079	0.356289	-0.447409	-0.375768	-0.152885	-0.640658	0.139544	-0.381966	-0.301136	-0.239388	0.0647177	0.288404	-0.340611	-0.581411
0.00937986	-0.296	0.394585	-0.354141	-0.286402	-0.144849	-0.586038	0.128675	-0.393764	-0.3582	-0.283444	0.0563799	0.24434	-0.311188	-0.55983
0.00942082	-0.641516	0.293831	-0.289639	-0.208401	-0.125017	-0.505592	0.138676	-0.371077	-0.411466	-0.329936	0.0494896	0.208237	-0.289077	-0.545041
0.00946178	-0.937703	0.0688998	-0.272708	-0.149518	-0.0952295	-0.420708	0.162449	-0.322728	-0.447806	-0.367051	0.0461862	0.189192	-0.275873	-0.537589
0.00950274	-1.15342	-0.240325	-0.317497	-0.123068	-0.0607323	-0.353838	0.189622	-0.271158	-0.459231	-0.379194	0.0454717	0.185248	-0.267895	-0.53748
0.0095437	-1.27921	-0.577504	-0.429583	-0.14665	-0.0316432	-0.323739	0.208394	-0.238274	-0.447888	-0.360776	0.0464149	0.190017	-0.264721	-0.545543
0.00958466	-1.3248	-0.886252	-0.6	-0.226093	-0.0223876	-0.337839	0.210868	-0.233598	-0.422518	-0.326127	0.050609	0.200903	-0.269969	-0.558601
0.00962562	-1.30725	-1.12564	-0.802544	-0.350396	-0.0444067	-0.389751	0.19592	-0.255295	-0.391467	-0.299405	0.0565951	0.220255	-0.285874	-0.570613
0.00966658	-1.23557	-1.27133	-0.995569	-0.500996	-0.100258	-0.465032	0.167684	-0.299377	-0.358843	-0.295661	0.0572963	0.249763	-0.308753	-0.572581
0.00970754	-1.10268	-1.31725	-1.1374	-0.659175	-0.187893	-0.549241	0.127861	-0.363004	-0.328285	-0.313591	0.0468559	0.287713	-0.3324	-0.556027
0.0097485	-0.89862	-1.27773	-1.19906	-0.809101	-0.304094	-0.631217	0.0738999	-0.44266	-0.309275	-0.340755	0.0280019	0.325656	-0.35061	-0.521282
0.00978947	-0.63084	-1.18055	-1.17528	-0.93619	-0.439477	-0.70267	0.00258025	-0.532291	-0.312791	-0.365537	0.0112827	0.349493	-0.359041	-0.47935
0.00983043	-0.32674	-1.05398	-1.08577	-1.02263	-0.574437	-0.758027	-0.084675	-0.621973	-0.342705	-0.385908	0.00620698	0.348063	-0.359597	-0.44489
0.00987139	-0.0196278	-0.91523	-0.962229	-1.05387	-0.683714	-0.795203	-0.1826	-0.700417	-0.39709	-0.410016	0.0135691	0.318468	-0.357256	-0.425401
0.00991235	0.260215	-0.769841	-0.831137	-1.02621	-0.745417	-0.813827	-0.281387	-0.758459	-0.46952	-0.448396	0.0248824	0.265215	-0.35796	-0.417733
0.00995331	0.489399	-0.614651	-0.701763	-0.948441	-0.753709	-0.809741	-0.365491	-0.792887	-0.546875	-0.499616	0.0290258	0.198513	-0.362525	-0.413062
0.00999427	0.654352	-0.447665	-0.570137	-0.834331	-0.721494	-0.775444	-0.417212	-0.801201	-0.614167	-0.547909	0.0194149	0.129795	-0.368514	-0.402997
0.0100352	0.747779	-0.278639	-0.429503	-0.696308	-0.670012	-0.704448	-0.427082	-0.778923	-0.659927	-0.577398	-0.00509145	0.0698693	-0.37582	-0.386544
0.0100762	0.772998	-0.125382	-0.278441	-0.54503	-0.616394	-0.59518	-0.400585	-0.72951	-0.677085	-0.586403	-0.0412185	0.028686	-0.383005	-0.367723
0.0101171	0.748271	0.000307647	-0.121558	-0.389847	-0.566865	-0.453419	-0.35153	-0.666465	-0.662955	-0.583952	-0.0778656	0.0112866	-0.388029	-0.349861
0.0101581	0.702056	0.0956124	0.0314843	-0.238527	-0.517025	-0.293417	-0.292074	-0.603306	-0.618428	-0.57577	-0.0971196	0.0142605	-0.390969	-0.334166
0.0101991	0.6631	0.165441	0.169983	-0.0977716	-0.4591	-0.134899	-0.23193	-0.544178	-0.549949	-0.559261	-0.0862346	0.0257695	-0.391557	-0.322894
0.01024	0.648033	0.216116	0.287448	0.0269164	-0.390057	0.00609653	-0.177713	-0.485736	-0.471967	-0.52975	-0.0487573	0.0356206	-0.386444	-0.318211
0.010281	0.657606	0.251315	0.381019	0.13229	-0.311863	0.124825	-0.134162	-0.421985	-0.397782	-0.484748	-0.00114071	0.0444862	-0.372508	-0.319571
0.0103219	0.683462	0.274344	0.453159	0.216225	-0.230738	0.224167	-0.102715	-0.349746	-0.328948	-0.423717	0.0396888	0.058688	-0.35031	-0.319445
0.0103629	0.717387	0.286355	0.514492	0.27806	-0.157211	0.305839	-0.0798595	-0.270531	-0.259073	-0.348739	0.0670862	0.0798788	-0.32391	-0.305336
0.0104039	0.753623	0.28743	0.578113	0.320713	-0.102163	0.36769	-0.0613924	-0.187064	-0.185563	-0.268264	0.0871634	0.10502	-0.29738	-0.271612
0.0104448	0.784801	0.278693	0.649203	0.349472	-0.072741	0.407755	-0.0444468	-0.102646	-0.110474	-0.193631	0.111277	0.129672	-0.270071	-0.223
0.0104858	0.801182	0.264118	0.724093	0.371779	-0.0692486	0.425777	-0.0284408	-0.0232407	-0.0355132	-0.130207	0.14566	0.152216	-0.234508	-0.169848
0.0105267	0.79696	0.25162	0.794551	0.394039	-0.0842578	0.424774	-0.0163472	0.0458372	0.0377381	-0.0731875	0.188524	0.174099	-0.182069	-0.120533
0.0105677	0.769749	0.247489	0.851231	0.417965	-0.106343	0.410242	-0.0112698	0.105484	0.106108	-0.0132286	0.231141	0.196387	-0.113523	-0.0767125
0.0106087	0.722531	0.248221	0.885883	0.441845	-0.125511	0.386655	-0.0139323	0.158671	0.169903	0.0560047	0.264069	0.219856	-0.0418925	-0.0361298
0.0106496	0.665863	0.248248	0.898563	0.465356	-0.138401	0.3573	-0.0213018	0.200665	0.231552	0.13278	0.286108	0.243989	0.0182259	0.0058666
0.0106906	0.617787	0.245667	0.898622	0.489101	-0.147877	0.328328	-0.0289798	0.220842	0.289494	0.206441	0.301416	0.262873	0.0626186	0.0546067
0.0107315	0.599601	0.23714	0.899504	0.510522	-0.161362	0.309497	-0.0358283	0.212276	0.339996	0.259895	0.315175	0.26934	0.0986725	0.110848
0.0107725	0.622979	0.215268	0.909411	0.525029	-0.185161	0.307549	-0.0455345	0.176372	0.381955	0.281087	0.332049	0.25943	0.136142	0.169744
0.0108135	0.676446	0.172838	0.928808	0.531946	-0.218404	0.32055	-0.0651149	0.120453	0.415843	0.272005	0.353115	0.236689	0.177072	0.223907
0.0108544	0.733909	0.107591	0.948493	0.535496	-0.256306	0.338558	-0.0977797	0.0563788	0.440049	0.245019	0.372392	0.212913	0.214211	0.269787
0.0108954	0.782134	0.0272651	0.948907	0.539448	-0.297111	0.347951	-0.138589	-0.000460775	0.451317	0.214157	0.379885	0.198371	0.2382	0.309389
0.0109363	0.82567	-0.0504754	0.911719	0.540639	-0.339322	0.340312	-0.177491	-0.0377541	0.447134	0.189889	0.369576	0.195094	0.249342	0.345674
0.0109773	0.873519	-0.107518	0.834664	0.529249	-0.374048	0.316029	-0.205052	-0.0549893	0.429045	0.174926	0.340342	0.198431	0.258699	0.379522
0.0110183	0.930105	-0.134038	0.731377	0.498154	-0.392806	0.280929	-0.218546	-0.0634678	0.401648	0.164037	0.293671	0.198838	0.27663	0.410587
0.0110592	0.991872	-0.129093	0.62245	0.449018	-0.395856	0.242184	-0.223613	-0.0760666	0.368947	0.149831	0.237663	0.186636	0.30376	0.438908
0.0111002	1.04728	-0.0976433	0.525443	0.389259	-0.389122	0.206366	-0.227107	-0.0969622	0.332264	0.128684	0.187026	0.155646	0.33315	0.464721
0.0111411	1.07985	-0.0451564	0.450794	0.325984	-0.379159	0.177759	-0.232956	-0.12213	0.294448	0.102117	0.150752	0.103672	0.3588	0.487141
0.0111821	1.07475	0.0229658	0.405005	0.265475	-0.370269	0.156459	-0.241896	-0.147538	0.26169	0.0757999	0.12539	0.0348027	0.378851	0.506182
0.0112231	1.03027	0.0948335	0.388444	0.215233	-0.366999	0.142065	-0.251502	-0.168543	0.238586	0.05457	0.100736	-0.0387787	0.392187	0.521797
0.011264	0.960795	0.152291	0.390121	0.18095	-0.372527	0.135558	-0.256339	-0.178922	0.223973	0.0375952	0.0682978	-0.0994566	0.394015	0.53046
0.011305	0.889308	0.18135	0.393282	0.161043	-0.383861	0.136033	-0.251006	-0.176237	0.21143	0.0188787	0.0256309	-0.136221	0.37899	0.528825
0.0113459	0.832983	0.180036	0.388218	0.149515	-0.393319	0.140467	-0.233315	-0.16578	0.19586	-0.00756973	-0.0221761	-0.153357	0.347149	0.514845
0.0113869	0.792198	0.153115	0.380553	0.140254	-0.394826	0.147589	-0.207234	-0.156765	0.177755	-0.0421919	-0.0674973	-0.162265	0.308438	0.485343
0.0114279	0.75693	0.105952	0.387042	0.127651	-0.383996	0.158162	-0.182518	-0.157581	0.158631	-0.080833	-0.105201	-0.16871	0.279086	0.442065
0.0114688	0.720072	0.0446082	0.422507	0.111237	-0.358296	0.174417	-0.167547	-0.171458	0.137349	-0.11972	-0.132236	-0.17212	0.268176	0.394708
0.0115098	0.680512	-0.0230794	0.489209	0.0946525	-0.318533	0.19675	-0.162901	-0.194023	0.113256	-0.156557	-0.150392	-0.171517	0.269974	0.352794
0.0115507	0.637853	-0.0872991	0.576708	0.0770831	-0.270863	0.226028	-0.160066	-0.216367	0.0892522	-0.187167	-0.16585	-0.17068	0.272668	0.31953
0.0115917	0.592524	-0.138805	0.663541	0.0572575	-0.22288	0.263623	-0.14962	-0.232482	0.0731456	-0.205854	-0.18542	-0.175691	0.271863	0.292487
0.0116327	0.549223	-0.171824	0.724236	0.0398362	-0.178311	0.30459	-0.128548	-0.241284	0.0739057	-0.207361	-0.211635	-0.189633	0.268919	0.266507
0.0116736	0.511407	-0.186697	0.745897	0.0322928	-0.136976	0.337888	-0.100572	-0.239785	0.0934013	-0.189866	-0.238034	-0.209152	0.264968	0.240812
0.0117146	0.476361	-0.187706	0.737937	0.0395547	-0.0967378	0.355467	-0.0716306	-0.22403	0.123816	-0.160403	-0.251494	-0.226303	0.259189	0.217542
0.0117556	0.438447	-0.179654	0.726379	0.0589599	-0.0594763	0.357574	-0.0450152	-0.195151	0.152894	-0.127858	-0.243849	-0.233914	0.251978	0.195803
0.0117965	0.397869	-0.166808	0.733253	0.0802378	-0.0332153	0.352082	-0.0222562	-0.161029	0.171835	-0.0944374	-0.216522	-0.231165	0.246004	0.175209
0.0118375	0.359112	-0.155986	0.758476	0.0921478	-0.0237073	0.348991	-0.00417498	-0.130702	0.178604	-0.0588004	-0.175922	-0.225996	0.244076	0.159033
0.0118784	0.327959	-0.160235	0.783659	0.0912511	-0.0263412	0.353248	0.00858624	-0.109849	0.17472	-0.0227277	-0.13228	-0.226168	0.247042	0.14861
0.0119194	0.308361	-0.189866	0.792086	0.0856387	-0.028788	0.361275	0.0125121	-0.09923	0.165346	0.00739683	-0.097896	-0.232544	0.253818	0.13974
0.0119604	0.298604	-0.236784	0.776477	0.0869072	-0.0218455	0.363856	0.00141737	-0.0944761	0.162197	0.0257458	-0.0798447	-0.241806	0.26263	0.130064
0.0120013	0.291206	-0.27788	0.739483	0.0983607	-0.0045473	0.353905	-0.0257335	-0.0897569	0.176674	0.0339235	-0.0736106	-0.251255	0.270213	0.122202
0.0120423	0.278255	-0.291436	0.692692	0.117358	0.0200939	0.334448	-0.0600183	-0.0827669	0.21134	0.0389882	-0.0686417	-0.258886	0.27596	0.121295
0.0120832	0.2554	-0.268382	0.651422	0.141711	0.0465529	0.317722	-0.0889247	-0.0704718	0.259125	0.0478621	-0.0588424	-0.262146	0.283513	0.130036
0.0121242	0.224708	-0.215351	0.625527	0.168023	0.0656285	0.31358	-0.105984	-0.0477356	0.305251	0.0595818	-0.0430424	-0.256371	0.2937	0.145648
0.0121652	0.194061	-0.148333	0.614516	0.191941	0.0684253	0.320744	-0.113911	-0.0139313	0.333456	0.0682159	-0.0231186	-0.238282	0.302811	0.161293
0.0122061	0.172935	-0.0818664	0.611663	0.209497	0.0548873	0.329333	-0.118736	0.0264776	0.334884	0.0716439	-0.00184237	-0.209623	0.308462	0.171826
0.0122471	0.17144	-0.0252561	0.608689	0.216154	0.0358335	0.326734	-0.123953	0.0671951	0.311028	0.072267	0.0180389	-0.178405	0.31352	0.179001
0.012288	0.191587	0.0168995	0.596919	0.208209	0.0254088	0.304893	-0.129133	0.0999174	0.270031	0.0720736	0.0330172	-0.155357	0.322418	0.186665
0.012329	0.218322	0.0446327	0.566327	0.185599	0.0303601	0.266964	-0.130962	0.118113	0.225014	0.0724484	0.0389039	-0.146512	0.334759	0.195448
0.01237	0.228553	0.0625179	0.517272	0.155744	0.045603	0.224217	-0.125224	0.119041	0.189659	0.0727227	0.0326489	-0.150358	0.345896	0.204988
0.0124109	0.208783	0.0763893	0.463473	0.130541	0.0615387	0.189426	-0.111374	0.0997423	0.172671	0.0723997	0.0140257	-0.164324	0.355297	0.215542
0.0124519	0.163861	0.0905446	0.418684	0.118899	0.0755145	0.169507	-0.0925742	0.0580195	0.172182	0.0732155	-0.0125311	-0.186439	0.36697	0.229793
0.0124928	0.111433	0.108453	0.38808	0.123759	0.0956202	0.162313	-0.0698303	0.00248685	0.176677	0.0755461	-0.0380533	-0.211296	0.384668	0.250297
0.0125338	0.0699222	0.132313	0.368995	0.142371	0.130953	0.159345	-0.0419066	-0.0454521	0.174635	0.0763436	-0.0553617	-0.228321	0.407922	0.27358
0.0125748	0.0528191	0.163873	0.358922	0.16765	0.182696	0.149828	-0.0136458	-0.0615173	0.164131	0.0729256	-0.0656252	-0.23138	0.431752	0.288042
0.0126157	0.061507	0.205743	0.35895	0.192108	0.243271	0.128131	0.00465826	-0.0352811	0.153771	0.0686088	-0.0731217	-0.223521	0.448495	0.281616
0.0126567	0.0878172	0.259047	0.372538	0.206193	0.299331	0.0944854	0.00805126	0.0223476	0.152597	0.0688799	-0.0774892	-0.213014	0.451888	0.254041
0.0126976	0.123663	0.320429	0.397928	0.202092	0.340424	0.0546125	0.00209822	0.0867678	0.161889	0.0750962	-0.077494	-0.205774	0.440658	0.217973
0.0127386	0.164328	0.384123	0.424566	0.180238	0.365754	0.0161869	-0.0016967	0.137004	0.175569	0.0831506	-0.0757861	-0.203501	0.41635	0.188676
