time	8kHz80dB	8kHz70dB	8kHz60dB	8kHz55dB	8kHz50dB	8kHz50dB	8kHz45dB	8kHz45dB	8kHz40dB	8kHz40dB	8kHz35dB	8kHz35dB	8kHz30dB	8kHz30dB
0.0127796	0.205872	0.444776	0.438711	0.14964	0.378899	-0.015029	0.00414278	0.164503	0.185218	0.0885847	-0.0755035	-0.206954	0.382462	0.171361
0.0128205	0.246933	0.496942	0.432532	0.118773	0.385925	-0.0342473	0.018604	0.170384	0.188794	0.0873969	-0.0768494	-0.216315	0.347726	0.158274
0.0128615	0.286909	0.538448	0.408202	0.0894466	0.394713	-0.041392	0.0358019	0.159878	0.189838	0.0796108	-0.0793293	-0.228013	0.325913	0.140343
0.0129024	0.322738	0.572343	0.378484	0.0593444	0.405732	-0.0429791	0.0524503	0.139664	0.193195	0.0694672	-0.0823767	-0.237004	0.322926	0.117454
0.0129434	0.351772	0.604988	0.356874	0.0252127	0.410625	-0.0481167	0.0648359	0.119058	0.202372	0.0607812	-0.082698	-0.240695	0.335864	0.096223
0.0129844	0.374039	0.63903	0.350121	-0.0154811	0.40177	-0.0632875	0.069038	0.107225	0.213534	0.0529497	-0.076335	-0.2414	0.358693	0.0820465
0.0130253	0.392094	0.669299	0.3543	-0.0612517	0.380472	-0.0874242	0.0659551	0.10857	0.217328	0.0430604	-0.0622961	-0.243861	0.381861	0.0747406
0.0130663	0.407969	0.690417	0.355742	-0.106045	0.354134	-0.11152	0.0606128	0.122705	0.207952	0.0308846	-0.0444322	-0.249714	0.394393	0.0689097
0.0131072	0.422805	0.703667	0.338492	-0.139932	0.330294	-0.127602	0.0602201	0.144045	0.186876	0.0204121	-0.030949	-0.25447	0.388784	0.0620766
0.0131482	0.435718	0.714089	0.299774	-0.152727	0.310217	-0.134204	0.0672036	0.162166	0.158729	0.0195438	-0.0276458	-0.248672	0.365286	0.0584194
0.0131892	0.440932	0.724608	0.254428	-0.140907	0.294982	-0.137806	0.0764156	0.168062	0.127329	0.0353681	-0.0332742	-0.226529	0.329851	0.063994
0.0132301	0.431398	0.733343	0.222295	-0.111028	0.290809	-0.14695	0.0822119	0.157868	0.098406	0.0661475	-0.0426361	-0.192261	0.290499	0.0796424
0.0132711	0.408044	0.736359	0.214704	-0.0749438	0.304039	-0.163594	0.0856651	0.138549	0.0816105	0.0989955	-0.0499527	-0.156202	0.253595	0.101535
0.013312	0.378692	0.733134	0.229476	-0.0409881	0.331914	-0.184279	0.0890264	0.124637	0.0829065	0.119976	-0.0499448	-0.127201	0.220167	0.125274
0.013353	0.347126	0.725014	0.252215	-0.0130173	0.361497	-0.202966	0.0932148	0.127218	0.0982903	0.124998	-0.0403094	-0.106058	0.18961	0.147194
0.013394	0.311842	0.711228	0.268346	0.00746048	0.379594	-0.214234	0.0995387	0.147876	0.116351	0.11907	-0.0255769	-0.087059	0.165851	0.164247
0.0134349	0.270774	0.690737	0.271424	0.0197612	0.381776	-0.21672	0.110495	0.180399	0.125264	0.112413	-0.0148298	-0.0677474	0.155287	0.174968
0.0134759	0.222959	0.665926	0.261833	0.0248609	0.374052	-0.211474	0.127657	0.216194	0.118899	0.118252	-0.0139626	-0.053247	0.159947	0.177773
0.0135168	0.167271	0.642427	0.245641	0.0284796	0.363222	-0.199855	0.149349	0.247378	0.0990727	0.145044	-0.0228998	-0.0485166	0.172886	0.172924
0.0135578	0.106319	0.626076	0.230794	0.0402986	0.351932	-0.185711	0.169515	0.26825	0.0701474	0.189516	-0.0360217	-0.0516598	0.180835	0.165154
0.0135988	0.0482643	0.618097	0.216883	0.0661876	0.34275	-0.175761	0.177651	0.275781	0.0377281	0.238379	-0.0451566	-0.0580652	0.174134	0.162017
0.0136397	0.00248183	0.615096	0.200169	0.102586	0.340785	-0.175298	0.163813	0.269902	0.00873989	0.275426	-0.0463497	-0.0636827	0.154161	0.168247
0.0136807	-0.0265717	0.611244	0.18354	0.137117	0.352004	-0.183465	0.129453	0.256471	-0.0123079	0.290502	-0.0411011	-0.0664976	0.12906	0.185377
0.0137216	-0.0379481	0.600557	0.172151	0.155661	0.376391	-0.194176	0.0908219	0.246793	-0.0228759	0.281393	-0.0342201	-0.0681066	0.106415	0.210769
0.0137626	-0.0337963	0.582114	0.167051	0.152255	0.406754	-0.198565	0.0644335	0.250102	-0.0233341	0.253304	-0.0298639	-0.0703399	0.0882029	0.235684
0.0138036	-0.0234476	0.557083	0.166904	0.133225	0.432053	-0.189279	0.0567044	0.265025	-0.0197465	0.21745	-0.0269252	-0.0742146	0.0709889	0.251328
0.0138445	-0.017909	0.526432	0.169333	0.112277	0.442288	-0.164259	0.0652138	0.285358	-0.0205156	0.189309	-0.0194656	-0.0804561	0.0501776	0.256631
0.0138855	-0.0211234	0.492657	0.171795	0.100313	0.432704	-0.128822	0.0829418	0.30806	-0.0281624	0.179447	-0.00280011	-0.0878833	0.0247405	0.256731
0.0139264	-0.0324411	0.457573	0.172728	0.0996333	0.404137	-0.0956502	0.100504	0.332597	-0.0385245	0.186778	0.0195118	-0.089638	0.000527402	0.253959
0.0139674	-0.0532661	0.419223	0.169685	0.105459	0.358885	-0.0783264	0.108804	0.357326	-0.0470085	0.203312	0.0381501	-0.0785312	-0.0132566	0.248185
0.0140084	-0.088081	0.376635	0.159556	0.110309	0.302723	-0.080391	0.103565	0.376586	-0.0530576	0.220067	0.0465276	-0.0560974	-0.0103849	0.236792
0.0140493	-0.135213	0.333886	0.143687	0.110856	0.248813	-0.0932428	0.0879348	0.383124	-0.0570332	0.231093	0.0472084	-0.0297465	0.00500196	0.214112
0.0140903	-0.183399	0.295321	0.128094	0.11311	0.21386	-0.104357	0.0674335	0.376458	-0.0564587	0.236148	0.0498536	-0.0072916	0.0195159	0.178987
0.0141312	-0.221907	0.265189	0.119114	0.12766	0.208084	-0.107166	0.0450507	0.362621	-0.0486002	0.239014	0.0617686	0.0040715	0.0211724	0.138372
0.0141722	-0.250427	0.243728	0.113168	0.159681	0.227272	-0.102687	0.022589	0.349058	-0.0346289	0.243946	0.0830058	-0.000399588	0.00834698	0.101927
0.0142132	-0.278145	0.224043	0.0956499	0.203039	0.257903	-0.0946013	0.00296835	0.340615	-0.0199683	0.252236	0.108391	-0.0182366	-0.0109911	0.0773282
0.0142541	-0.315303	0.195426	0.0577259	0.242522	0.286324	-0.0850577	-0.00690968	0.337255	-0.0105369	0.262829	0.130148	-0.0402827	-0.0242958	0.0697745
0.0142951	-0.364562	0.151097	0.0105218	0.263934	0.306601	-0.0742464	-0.00110947	0.33643	-0.0064075	0.275261	0.140768	-0.056769	-0.0254021	0.0810041
0.014336	-0.418079	0.094489	-0.0250526	0.261693	0.317434	-0.0618145	0.0215127	0.336966	-0.00147836	0.290202	0.137249	-0.0615095	-0.0212919	0.104505
0.014377	-0.465798	0.0365552	-0.0397888	0.239906	0.315644	-0.0483441	0.0558539	0.335871	0.00779714	0.305808	0.123231	-0.0527309	-0.0243762	0.12946
0.014418	-0.503742	-0.0117485	-0.0405214	0.208819	0.296462	-0.0352732	0.0939574	0.326806	0.0195951	0.317891	0.104822	-0.0349826	-0.0375212	0.148987
0.0144589	-0.531426	-0.0463283	-0.042014	0.18126	0.26094	-0.0262759	0.128411	0.30478	0.0286416	0.324742	0.0874824	-0.0172111	-0.0535616	0.158769
0.0144999	-0.549856	-0.0710625	-0.0553551	0.166336	0.219187	-0.0269297	0.154274	0.272815	0.0284823	0.326909	0.0745761	-0.00521073	-0.0646849	0.155428
0.0145408	-0.564401	-0.0937602	-0.0831047	0.16594	0.184814	-0.0397318	0.172977	0.239682	0.0173769	0.324834	0.0677613	-0.0015079	-0.0698572	0.137711
0.0145818	-0.584413	-0.119496	-0.124608	0.173836	0.164508	-0.0611998	0.191212	0.211498	0.000923255	0.31878	0.067753	-0.00660954	-0.0730868	0.111458
0.0146228	-0.615806	-0.147994	-0.178942	0.179603	0.154098	-0.0841674	0.213063	0.188897	-0.0134174	0.310626	0.0727943	-0.0174964	-0.0760536	0.0880322
0.0146637	-0.658177	-0.175068	-0.240267	0.175958	0.14307	-0.101587	0.23494	0.171533	-0.0234452	0.30114	0.0774039	-0.0283044	-0.0774148	0.075945
0.0147047	-0.707842	-0.195334	-0.296985	0.160787	0.121638	-0.107563	0.251373	0.159545	-0.0278182	0.288956	0.076077	-0.0347393	-0.0759141	0.0769273
0.0147456	-0.760879	-0.205441	-0.342891	0.135342	0.0885207	-0.0979881	0.25942	0.152379	-0.0249548	0.274665	0.0662566	-0.034562	-0.0717205	0.0851198
0.0147866	-0.811571	-0.207918	-0.379782	0.103457	0.0508166	-0.0758627	0.258532	0.150386	-0.0175747	0.260732	0.0477456	-0.030591	-0.0651508	0.0916606
0.0148276	-0.852403	-0.210205	-0.409924	0.0731059	0.0145614	-0.0516997	0.251559	0.151903	-0.00931024	0.25049	0.021197	-0.0276411	-0.056439	0.0895959
0.0148685	-0.877563	-0.219664	-0.432242	0.0547658	-0.0167423	-0.0361258	0.244118	0.150669	-0.00261831	0.246098	-0.0113416	-0.0263503	-0.0459426	0.0766424
0.0149095	-0.889627	-0.240001	-0.449773	0.0502991	-0.0392614	-0.0288532	0.242029	0.140765	-0.000542386	0.24596	-0.0436467	-0.0246951	-0.0361927	0.0559687
0.0149504	-0.894994	-0.267754	-0.476302	0.0518362	-0.0526416	-0.0208032	0.249039	0.123261	-0.00446195	0.246863	-0.0665121	-0.0219707	-0.0331192	0.0363669
